model,problem_id,problem_consistency,avg_similarity,consistent_pairs,total_pairs
Dataset_Gemini,p02390,0.6666666666666666,0.6033333333333334,10,15
Dataset_Gemini,p02409,0.9333333333333333,0.7233333333333335,14,15
Dataset_Gemini,p03071,0.8,0.7033333333333335,12,15
Dataset_Gemini,p02421,1.0,0.7633333333333335,15,15
Dataset_Gemini,p02970,0.7333333333333333,0.6333333333333333,11,15
Dataset_Gemini,p02958,0.8,0.6900000000000001,12,15
Dataset_Gemini,p03059,0.5333333333333333,0.5700000000000001,8,15
Dataset_Gemini,p02582,0.8666666666666667,0.6499999999999999,13,15
Dataset_Gemini,p04044,0.7333333333333333,0.61,11,15
Dataset_Gemini,p03449,0.6666666666666666,0.5966666666666668,10,15
Dataset_Gemini,p02755,0.8,0.7500000000000001,12,15
Dataset_Gemini,p03107,0.6666666666666666,0.6766666666666669,10,15
Dataset_Gemini,p02621,0.4666666666666667,0.4866666666666666,7,15
Dataset_Gemini,p02393,0.9333333333333333,0.6566666666666665,14,15
Dataset_Gemini,p02812,0.9333333333333333,0.7466666666666666,14,15
Dataset_Gemini,p02754,0.8666666666666667,0.69,13,15
Dataset_Gemini,p02392,0.6666666666666666,0.6333333333333333,10,15
Dataset_Gemini,p02595,1.0,0.7866666666666667,15,15
Dataset_Gemini,p03073,0.9333333333333333,0.7566666666666669,14,15
Dataset_Gemini,p03072,0.8666666666666667,0.6133333333333334,13,15
Dataset_Gemini,p02783,0.6666666666666666,0.5933333333333334,10,15
Dataset_Gemini,p03106,0.9333333333333333,0.7133333333333334,14,15
Dataset_Gemini,p02552,0.6,0.5633333333333334,9,15
Dataset_Gemini,p03102,1.0,0.7766666666666667,15,15
Dataset_Gemini,p02778,0.7333333333333333,0.6099999999999999,11,15
Dataset_Gemini,p02802,0.7333333333333333,0.6133333333333333,11,15
Dataset_Gemini,p02397,0.7333333333333333,0.6300000000000001,11,15
Dataset_Gemini,p02396,0.5333333333333333,0.53,8,15
Dataset_Gemini,p02988,0.8666666666666667,0.65,13,15
Dataset_Gemini,p03076,0.6666666666666666,0.5599999999999999,10,15
Dataset_Gemini,p04043,0.8666666666666667,0.68,13,15
Dataset_Gemini,p03261,1.0,0.8100000000000002,15,15
Dataset_Gemini,p02786,0.8666666666666667,0.6733333333333333,13,15
Dataset_Gemini,p02989,0.6666666666666666,0.5566666666666666,10,15
Dataset_Gemini,p03315,0.4,0.41,6,15
Dataset_Gemini,p03471,0.8,0.6966666666666668,12,15
Dataset_Gemini,p03854,0.6666666666666666,0.5933333333333334,10,15
Dataset_Gemini,p02547,0.8666666666666667,0.6,13,15
Dataset_Gemini,p02753,0.6666666666666666,0.5233333333333333,10,15
Dataset_Gemini,p02779,0.8,0.6633333333333334,12,15
Dataset_Gemini,p02553,0.8666666666666667,0.7033333333333335,13,15
Dataset_Gemini,p02627,0.6666666666666666,0.5700000000000001,10,15
Dataset_Gemini,p02784,0.6666666666666666,0.63,10,15
Dataset_Gemini,p02419,0.9333333333333333,0.6966666666666668,14,15
Dataset_Gemini,p02790,0.7333333333333333,0.63,11,15
Dataset_Gemini,p03075,1.0,0.7533333333333334,15,15
Dataset_Gemini,p03060,0.7333333333333333,0.6166666666666667,11,15
Dataset_Gemini,p02381,0.6666666666666666,0.6233333333333334,10,15
Dataset_Gemini,p02394,0.4,0.45333333333333337,6,15
Dataset_Gemini,p02829,1.0,0.7600000000000001,15,15
Dataset_Gemini,p02418,0.4,0.5033333333333333,6,15
Dataset_Gemini,p02801,0.6666666666666666,0.49000000000000005,10,15
Dataset_Gemini,p03289,0.6666666666666666,0.58,10,15
Dataset_Gemini,p02785,0.6666666666666666,0.68,10,15
Dataset_Gemini,p02791,0.9333333333333333,0.7366666666666666,14,15
Dataset_Gemini,p03316,0.8666666666666667,0.6233333333333334,13,15
Dataset_Gemini,p03680,0.6666666666666666,0.6133333333333333,10,15
Dataset_Gemini,p03470,0.9333333333333333,0.7700000000000001,14,15
Dataset_Gemini,p02578,0.7333333333333333,0.6733333333333335,11,15
Dataset_Gemini,p02777,0.6666666666666666,0.5533333333333333,10,15
Dataset_Gemini,p03469,0.4,0.5233333333333333,6,15
Dataset_Gemini,p02993,0.8666666666666667,0.6233333333333333,13,15
Dataset_Gemini,p02818,0.6666666666666666,0.64,10,15
Dataset_Gemini,p03455,0.8666666666666667,0.57,13,15
Dataset_Gemini,p02987,0.6,0.5433333333333333,9,15
Dataset_Gemini,p02830,0.9333333333333333,0.7266666666666667,14,15
Dataset_Gemini,p02401,0.6666666666666666,0.5733333333333335,10,15
Dataset_Gemini,p03086,1.0,0.7100000000000001,15,15
Dataset_Gemini,p02415,0.8666666666666667,0.7100000000000001,13,15
Dataset_Gemini,p02398,0.7333333333333333,0.5666666666666665,11,15
Dataset_Gemini,p02399,0.9333333333333333,0.6733333333333335,14,15
Dataset_Gemini,p03087,0.8,0.6366666666666667,12,15
Dataset_Gemini,p03285,0.5333333333333333,0.5333333333333333,8,15
Dataset_Gemini,p02414,0.8666666666666667,0.62,13,15
Dataset_Gemini,p02400,0.6,0.5633333333333334,9,15
Dataset_Gemini,p02831,0.7333333333333333,0.6266666666666666,11,15
Dataset_Gemini,p02819,0.8,0.6033333333333334,12,15
Dataset_Gemini,p03695,0.9333333333333333,0.7766666666666668,14,15
Dataset_Gemini,p02945,0.7333333333333333,0.61,11,15
Dataset_Gemini,p02951,0.8666666666666667,0.7066666666666668,13,15
Dataset_Gemini,p02576,0.7333333333333333,0.6166666666666666,11,15
Dataset_Gemini,p00001,1.0,0.7016666666666668,15,15
Dataset_Gemini,p03126,0.9333333333333333,0.7066666666666667,14,15
Dataset_Gemini,p02947,1.0,0.7766666666666668,15,15
Dataset_Gemini,p03324,0.9333333333333333,0.7000000000000001,14,15
Dataset_Gemini,p03456,0.7333333333333333,0.5766666666666665,11,15
Dataset_Gemini,p02953,0.9333333333333333,0.69,14,15
Dataset_Gemini,p02628,0.9333333333333333,0.7233333333333334,14,15
Dataset_Gemini,p02416,0.6666666666666666,0.5533333333333333,10,15
Dataset_Gemini,p03293,0.9333333333333333,0.7266666666666668,14,15
Dataset_Gemini,p02402,1.0,0.76,15,15
Dataset_Gemini,p02417,0.6,0.5366666666666667,9,15
Dataset_Gemini,p02832,0.9333333333333333,0.7300000000000001,14,15
Dataset_Gemini,p02403,0.7333333333333333,0.6366666666666666,11,15
Dataset_Gemini,p00003,1.0,0.8366666666666668,15,15
Dataset_Gemini,p03292,0.8,0.5866666666666666,12,15
Dataset_Gemini,p03720,0.8666666666666667,0.6633333333333334,13,15
Dataset_Gemini,p02629,1.0,0.7566666666666667,15,15
Dataset_Gemini,p03494,0.9333333333333333,0.6666666666666666,14,15
Dataset_Gemini,p00002,0.6666666666666666,0.5900000000000001,10,15
Dataset_Gemini,p02952,1.0,0.7600000000000001,15,15
Dataset_Gemini,p02946,0.8666666666666667,0.6166666666666668,13,15
Dataset_Gemini,p02577,0.7333333333333333,0.61,11,15
Dataset_Gemini,p03457,0.9333333333333333,0.7333333333333335,14,15
Dataset_Gemini,p02981,0.6666666666666666,0.6600000000000001,10,15
Dataset_Gemini,p02995,1.0,0.7700000000000001,15,15
Dataset_Gemini,p02759,0.6666666666666666,0.6566666666666667,10,15
Dataset_Gemini,p03325,0.4666666666666667,0.5233333333333333,7,15
Dataset_Gemini,p02771,0.6666666666666666,0.615,10,15
Dataset_Gemini,p00006,0.5333333333333333,0.49333333333333335,8,15
Dataset_Gemini,p02639,0.8666666666666667,0.7166666666666668,13,15
Dataset_Gemini,p02836,0.7333333333333333,0.64,11,15
Dataset_Gemini,p02413,1.0,0.7600000000000001,15,15
Dataset_Gemini,p02412,0.9333333333333333,0.6933333333333332,14,15
Dataset_Gemini,p02407,0.7333333333333333,0.6533333333333334,11,15
Dataset_Gemini,p02406,0.8,0.6666666666666667,12,15
Dataset_Gemini,p03282,0.8,0.6833333333333333,12,15
Dataset_Gemini,p03043,0.6,0.5433333333333333,9,15
Dataset_Gemini,p03308,0.7333333333333333,0.68,11,15
Dataset_Gemini,p00007,0.8,0.67,12,15
Dataset_Gemini,p02957,0.9333333333333333,0.6666666666666666,14,15
Dataset_Gemini,p03042,0.6666666666666666,0.6300000000000002,10,15
Dataset_Gemini,p03644,0.9333333333333333,0.6799999999999999,14,15
Dataset_Gemini,p02994,0.8666666666666667,0.6966666666666668,13,15
Dataset_Gemini,p02982,1.0,0.7333333333333333,15,15
Dataset_Gemini,p02772,0.8,0.6666666666666666,12,15
Dataset_Gemini,p03136,0.8,0.6633333333333334,12,15
Dataset_Gemini,p02570,0.7333333333333333,0.57,11,15
Dataset_Gemini,p03478,0.9333333333333333,0.7133333333333334,14,15
Dataset_Gemini,p02766,1.0,0.7466666666666668,15,15
Dataset_Gemini,p03493,0.9333333333333333,0.6600000000000001,14,15
Dataset_Gemini,p03242,0.6666666666666666,0.61,10,15
Dataset_Gemini,p00011,0.6666666666666666,0.6066666666666667,10,15
Dataset_Gemini,p02612,0.6666666666666666,0.5866666666666666,10,15
Dataset_Gemini,p00005,1.0,0.7899999999999999,15,15
Dataset_Gemini,p02410,0.9333333333333333,0.6933333333333335,14,15
Dataset_Gemini,p02404,0.5333333333333333,0.5366666666666667,8,15
Dataset_Gemini,p03281,0.9333333333333333,0.7066666666666668,14,15
Dataset_Gemini,p02835,0.6666666666666666,0.5766666666666668,10,15
Dataset_Gemini,p02388,1.0,0.7266666666666667,15,15
Dataset_Gemini,p02389,1.0,0.6833333333333335,15,15
Dataset_Gemini,p02405,0.6,0.4733333333333334,9,15
Dataset_Gemini,p03041,0.9333333333333333,0.7566666666666667,14,15
Dataset_Gemini,p02411,0.6666666666666666,0.6433333333333334,10,15
Dataset_Gemini,p02613,0.8,0.5933333333333335,12,15
Dataset_Gemini,p02983,0.8,0.7000000000000001,12,15
Dataset_Gemini,p02767,0.9333333333333333,0.7166666666666668,14,15
Dataset_Gemini,p03243,0.6,0.49666666666666676,9,15
Dataset_Gemini,p02773,0.8666666666666667,0.7166666666666667,13,15
Dataset_Gemini,p03109,0.5333333333333333,0.4933333333333334,8,15
Dataset_Gemini,p02571,0.8,0.7200000000000002,12,15
Dataset_Gemini,p03146,1.0,0.7400000000000001,15,15
Dataset_Gemini,p02258,1.0,0.7866666666666668,15,15
Dataset_Gemini,p02700,0.7333333333333333,0.6500000000000001,11,15
Dataset_Gemini,p02847,1.0,0.6866666666666668,15,15
Dataset_Gemini,p02264,0.9333333333333333,0.7600000000000001,14,15
Dataset_Gemini,p03378,0.8666666666666667,0.64,13,15
Dataset_Gemini,p04012,0.7333333333333333,0.6300000000000001,11,15
Dataset_Gemini,p03998,0.7333333333333333,0.63,11,15
Dataset_Gemini,p02675,0.6666666666666666,0.5800000000000002,10,15
Dataset_Gemini,p02729,0.4666666666666667,0.43666666666666665,7,15
Dataset_Gemini,p02701,1.0,0.7466666666666667,15,15
Dataset_Gemini,p02259,0.9333333333333333,0.7066666666666668,14,15
Dataset_Gemini,p03147,0.6666666666666666,0.57,10,15
Dataset_Gemini,p02677,0.8,0.67,12,15
Dataset_Gemini,p03435,0.7333333333333333,0.6666666666666666,11,15
Dataset_Gemini,p02887,1.0,0.7100000000000002,15,15
Dataset_Gemini,p02879,0.9333333333333333,0.7500000000000002,14,15
Dataset_Gemini,p02717,0.7333333333333333,0.5333333333333333,11,15
Dataset_Gemini,p02688,1.0,0.7333333333333335,15,15
Dataset_Gemini,p02886,0.8666666666666667,0.7466666666666667,13,15
Dataset_Gemini,p03434,0.8666666666666667,0.7033333333333334,13,15
Dataset_Gemini,p03352,0.9333333333333333,0.7300000000000002,14,15
Dataset_Gemini,p02676,0.8666666666666667,0.7266666666666668,13,15
Dataset_Gemini,p02706,0.7333333333333333,0.58,11,15
Dataset_Gemini,p02921,0.8666666666666667,0.6300000000000001,13,15
Dataset_Gemini,p03632,0.7333333333333333,0.6333333333333333,11,15
Dataset_Gemini,p02909,0.4666666666666667,0.5033333333333334,7,15
Dataset_Gemini,p02712,0.9333333333333333,0.7666666666666667,14,15
Dataset_Gemini,p02935,0.8,0.6433333333333333,12,15
Dataset_Gemini,p02699,0.8666666666666667,0.6233333333333333,13,15
Dataset_Gemini,p03035,0.8666666666666667,0.6633333333333334,13,15
Dataset_Gemini,p03545,0.6666666666666666,0.6066666666666668,10,15
Dataset_Gemini,p02897,0.6666666666666666,0.6700000000000002,10,15
Dataset_Gemini,p02934,0.8666666666666667,0.7166666666666668,13,15
Dataset_Gemini,p02713,1.0,0.7800000000000001,15,15
Dataset_Gemini,p02707,1.0,0.6633333333333333,15,15
Dataset_Gemini,p02263,1.0,0.8000000000000003,15,15
Dataset_Gemini,p03814,1.0,0.7866666666666668,15,15
Dataset_Gemini,p02705,1.0,0.7066666666666667,15,15
Dataset_Gemini,p02711,0.6666666666666666,0.5733333333333334,10,15
Dataset_Gemini,p02659,0.7333333333333333,0.6366666666666667,11,15
Dataset_Gemini,p02922,0.8,0.69,12,15
Dataset_Gemini,p02881,0.6666666666666666,0.6333333333333333,10,15
Dataset_Gemini,p03037,0.8,0.6599999999999999,12,15
Dataset_Gemini,p02880,0.7333333333333333,0.6533333333333334,11,15
Dataset_Gemini,p02658,1.0,0.77,15,15
Dataset_Gemini,p03220,0.6666666666666666,0.58,10,15
Dataset_Gemini,p02260,1.0,0.7766666666666667,15,15
Dataset_Gemini,p02923,0.8,0.59,12,15
Dataset_LlamaVL,p02899,0.06666666666666667,0.2733333333333333,1,15
Dataset_LlamaVL,p03239,0.13333333333333333,0.2633333333333333,2,15
Dataset_LlamaVL,p02898,0.06666666666666667,0.26,1,15
Dataset_LlamaVL,p03013,0.0,0.20333333333333328,0,15
Dataset_LlamaVL,p03012,0.2,0.31333333333333335,3,15
Dataset_LlamaVL,p02640,0.13333333333333333,0.2733333333333333,2,15
Dataset_LlamaVL,p03775,0.06666666666666667,0.20000000000000004,1,15
Dataset_LlamaVL,p02641,0.3333333333333333,0.28333333333333327,5,15
Dataset_LlamaVL,p02682,0.06666666666666667,0.17,1,15
Dataset_LlamaVL,p03371,0.0,0.22333333333333336,0,15
Dataset_LlamaVL,p03416,0.13333333333333333,0.27999999999999997,2,15
Dataset_LlamaVL,p03011,0.13333333333333333,0.26999999999999996,2,15
Dataset_LlamaVL,p03370,0.06666666666666667,0.21666666666666667,1,15
Dataset_LlamaVL,p02694,0.0,0.19333333333333336,0,15
Dataset_LlamaVL,p02911,0.06666666666666667,0.25666666666666665,1,15
Dataset_LlamaVL,p04030,0.2,0.2733333333333333,3,15
Dataset_LlamaVL,p02681,0.06666666666666667,0.24000000000000005,1,15
Dataset_LlamaVL,p02910,0.06666666666666667,0.25666666666666665,1,15
Dataset_LlamaVL,p02657,0.0,0.23,0,15
Dataset_LlamaVL,p02723,0.2,0.36000000000000004,3,15
Dataset_LlamaVL,p03161,0.0,0.20333333333333328,0,15
Dataset_LlamaVL,p02257,0.2,0.26,3,15
Dataset_LlamaVL,p03000,0.2,0.26999999999999996,3,15
Dataset_LlamaVL,p03001,0.2,0.29000000000000004,3,15
Dataset_LlamaVL,p03835,0.2,0.30333333333333334,3,15
Dataset_LlamaVL,p02256,0.0,0.22000000000000003,0,15
Dataset_LlamaVL,p02860,0.06666666666666667,0.21000000000000002,1,15
Dataset_LlamaVL,p02848,0.13333333333333333,0.22666666666666668,2,15
Dataset_LlamaVL,p03160,0.06666666666666667,0.22000000000000003,1,15
Dataset_LlamaVL,p03360,0.0,0.19,0,15
Dataset_LlamaVL,p02268,0.2,0.28,3,15
Dataset_LlamaVL,p02718,0.06666666666666667,0.21333333333333335,1,15
Dataset_LlamaVL,p02687,0.06666666666666667,0.23,1,15
Dataset_LlamaVL,p02917,0.2,0.27999999999999997,3,15
Dataset_LlamaVL,p02725,0.2,0.26666666666666666,3,15
Dataset_LlamaVL,p02916,0.0,0.21333333333333335,0,15
Dataset_LlamaVL,p02693,0.06666666666666667,0.2333333333333333,1,15
Dataset_LlamaVL,p02730,0.2,0.22333333333333333,3,15
Dataset_LlamaVL,p02724,0.0,0.2033333333333334,0,15
Dataset_LlamaVL,p02719,0.13333333333333333,0.23666666666666666,2,15
Dataset_LlamaVL,p02731,0.0,0.2,0,15
Dataset_LlamaVL,p02255,0.13333333333333333,0.29666666666666663,2,15
Dataset_LlamaVL,p03448,0.0,0.18333333333333338,0,15
Dataset_LlamaVL,p03474,0.13333333333333333,0.25999999999999995,2,15
Dataset_LlamaVL,p02959,0.2,0.31666666666666665,3,15
Dataset_LlamaVL,p02622,0.13333333333333333,0.2800000000000001,2,15
Dataset_LlamaVL,p02971,0.0,0.21,0,15
Dataset_LlamaVL,p02420,0.13333333333333333,0.26,2,15
Dataset_LlamaVL,p02408,0.13333333333333333,0.24333333333333332,2,15
Dataset_LlamaVL,p02391,0.2,0.26333333333333336,3,15
Dataset_LlamaVL,p02390,0.0,0.20000000000000004,0,15
Dataset_LlamaVL,p02409,0.0,0.19000000000000003,0,15
Dataset_LlamaVL,p03071,0.06666666666666667,0.22000000000000006,1,15
Dataset_LlamaVL,p04044,0.06666666666666667,0.22,1,15
Dataset_LlamaVL,p02421,0.0,0.21666666666666667,0,15
Dataset_LlamaVL,p02958,0.0,0.15333333333333335,0,15
Dataset_LlamaVL,p02970,0.0,0.2766666666666666,0,15
Dataset_LlamaVL,p03059,0.26666666666666666,0.31333333333333335,4,15
Dataset_LlamaVL,p03449,0.06666666666666667,0.23999999999999996,1,15
Dataset_LlamaVL,p03107,0.0,0.23666666666666672,0,15
Dataset_LlamaVL,p02755,0.0,0.18333333333333332,0,15
Dataset_LlamaVL,p02582,0.0,0.21333333333333337,0,15
Dataset_LlamaVL,p02621,0.26666666666666666,0.3233333333333333,4,15
Dataset_LlamaVL,p02812,0.13333333333333333,0.27666666666666667,2,15
Dataset_LlamaVL,p03073,0.0,0.18,0,15
Dataset_LlamaVL,p02392,0.06666666666666667,0.25,1,15
Dataset_LlamaVL,p03072,0.2,0.2633333333333333,3,15
Dataset_LlamaVL,p02393,0.06666666666666667,0.2633333333333333,1,15
Dataset_LlamaVL,p02783,0.06666666666666667,0.2166666666666667,1,15
Dataset_LlamaVL,p02552,0.06666666666666667,0.2066666666666667,1,15
Dataset_LlamaVL,p02595,0.2,0.2866666666666667,3,15
Dataset_LlamaVL,p03102,0.06666666666666667,0.21666666666666665,1,15
Dataset_LlamaVL,p02754,0.06666666666666667,0.21666666666666667,1,15
Dataset_LlamaVL,p03106,0.06666666666666667,0.21333333333333335,1,15
Dataset_LlamaVL,p02988,0.26666666666666666,0.3633333333333334,4,15
Dataset_LlamaVL,p02778,0.06666666666666667,0.23666666666666666,1,15
Dataset_LlamaVL,p02397,0.06666666666666667,0.25,1,15
Dataset_LlamaVL,p03076,0.06666666666666667,0.25000000000000006,1,15
Dataset_LlamaVL,p04043,0.06666666666666667,0.18666666666666665,1,15
Dataset_LlamaVL,p02989,0.06666666666666667,0.23333333333333334,1,15
Dataset_LlamaVL,p02802,0.06666666666666667,0.26999999999999996,1,15
Dataset_LlamaVL,p02786,0.13333333333333333,0.2700000000000001,2,15
Dataset_LlamaVL,p02396,0.0,0.20666666666666667,0,15
Dataset_LlamaVL,p03261,0.2,0.28,3,15
Dataset_LlamaVL,p03315,0.2,0.3133333333333333,3,15
Dataset_LlamaVL,p02553,0.3333333333333333,0.32,5,15
Dataset_LlamaVL,p03854,0.0,0.21666666666666665,0,15
Dataset_LlamaVL,p02547,0.06666666666666667,0.22333333333333336,1,15
Dataset_LlamaVL,p02779,0.2,0.29,3,15
Dataset_LlamaVL,p03471,0.13333333333333333,0.24000000000000002,2,15
Dataset_LlamaVL,p02753,0.06666666666666667,0.23333333333333336,1,15
Dataset_LlamaVL,p02790,0.06666666666666667,0.2333333333333333,1,15
Dataset_LlamaVL,p02784,0.13333333333333333,0.3,2,15
Dataset_LlamaVL,p02419,0.13333333333333333,0.22333333333333336,2,15
Dataset_LlamaVL,p02627,0.13333333333333333,0.2733333333333334,2,15
Dataset_LlamaVL,p03075,0.0,0.1966666666666667,0,15
Dataset_LlamaVL,p02394,0.0,0.21666666666666667,0,15
Dataset_LlamaVL,p02381,0.06666666666666667,0.22000000000000006,1,15
Dataset_LlamaVL,p03060,0.0,0.22333333333333333,0,15
Dataset_LlamaVL,p02418,0.13333333333333333,0.24333333333333337,2,15
Dataset_LlamaVL,p02829,0.26666666666666666,0.29999999999999993,4,15
Dataset_LlamaVL,p03289,0.0,0.21000000000000005,0,15
Dataset_LlamaVL,p02785,0.2,0.3233333333333333,3,15
Dataset_LlamaVL,p02791,0.13333333333333333,0.26666666666666666,2,15
Dataset_LlamaVL,p02801,0.0,0.21666666666666667,0,15
Dataset_LlamaVL,p03469,0.13333333333333333,0.26999999999999996,2,15
Dataset_LlamaVL,p03470,0.13333333333333333,0.26,2,15
Dataset_LlamaVL,p02578,0.2,0.2666666666666667,3,15
Dataset_LlamaVL,p03680,0.06666666666666667,0.26666666666666666,1,15
Dataset_LlamaVL,p03316,0.06666666666666667,0.2433333333333333,1,15
Dataset_LlamaVL,p02777,0.06666666666666667,0.2166666666666667,1,15
Dataset_LlamaVL,p02993,0.06666666666666667,0.19333333333333336,1,15
Dataset_LlamaVL,p03455,0.06666666666666667,0.23333333333333334,1,15
Dataset_LlamaVL,p02987,0.0,0.21333333333333337,0,15
Dataset_LlamaVL,p02818,0.06666666666666667,0.25000000000000006,1,15
Dataset_LlamaVL,p02830,0.0,0.2033333333333333,0,15
Dataset_LlamaVL,p02398,0.0,0.17,0,15
Dataset_LlamaVL,p02401,0.13333333333333333,0.26333333333333336,2,15
Dataset_LlamaVL,p02415,0.0,0.19333333333333338,0,15
Dataset_LlamaVL,p02399,0.0,0.20666666666666664,0,15
Dataset_LlamaVL,p03086,0.06666666666666667,0.26666666666666666,1,15
Dataset_LlamaVL,p03087,0.06666666666666667,0.24666666666666673,1,15
Dataset_LlamaVL,p02414,0.0,0.19333333333333336,0,15
Dataset_LlamaVL,p02831,0.26666666666666666,0.3533333333333333,4,15
Dataset_LlamaVL,p02400,0.0,0.2233333333333333,0,15
Dataset_LlamaVL,p02819,0.0,0.2166666666666667,0,15
Dataset_LlamaVL,p00001,0.13333333333333333,0.3266666666666666,2,15
Dataset_LlamaVL,p02945,0.06666666666666667,0.25,1,15
Dataset_LlamaVL,p02951,0.2,0.3,3,15
Dataset_LlamaVL,p03695,0.0,0.20333333333333334,0,15
Dataset_LlamaVL,p02576,0.06666666666666667,0.24666666666666665,1,15
Dataset_LlamaVL,p03126,0.13333333333333333,0.27666666666666667,2,15
Dataset_LlamaVL,p03285,0.0,0.23666666666666666,0,15
Dataset_LlamaVL,p03324,0.06666666666666667,0.24666666666666665,1,15
Dataset_LlamaVL,p02947,0.0,0.1966666666666667,0,15
Dataset_LlamaVL,p02953,0.06666666666666667,0.24333333333333343,1,15
Dataset_LlamaVL,p02628,0.0,0.2066666666666667,0,15
Dataset_LlamaVL,p00003,0.0,0.22666666666666668,0,15
Dataset_LlamaVL,p03456,0.0,0.21333333333333335,0,15
Dataset_LlamaVL,p03293,0.06666666666666667,0.2533333333333333,1,15
Dataset_LlamaVL,p02416,0.06666666666666667,0.21666666666666667,1,15
Dataset_LlamaVL,p03720,0.0,0.17333333333333337,0,15
Dataset_LlamaVL,p02402,0.06666666666666667,0.26666666666666666,1,15
Dataset_LlamaVL,p02403,0.06666666666666667,0.23666666666666672,1,15
Dataset_LlamaVL,p03292,0.0,0.1866666666666667,0,15
Dataset_LlamaVL,p02417,0.0,0.20333333333333334,0,15
Dataset_LlamaVL,p00002,0.06666666666666667,0.2166666666666667,1,15
Dataset_LlamaVL,p02832,0.06666666666666667,0.23333333333333334,1,15
Dataset_LlamaVL,p02629,0.0,0.22,0,15
Dataset_LlamaVL,p03494,0.13333333333333333,0.26,2,15
Dataset_LlamaVL,p02946,0.2,0.2833333333333333,3,15
Dataset_LlamaVL,p03457,0.2,0.3266666666666667,3,15
Dataset_LlamaVL,p02952,0.06666666666666667,0.22333333333333336,1,15
Dataset_LlamaVL,p03325,0.0,0.2066666666666667,0,15
Dataset_LlamaVL,p02981,0.2,0.28,3,15
Dataset_LlamaVL,p02639,0.0,0.21333333333333332,0,15
Dataset_LlamaVL,p02995,0.06666666666666667,0.22000000000000003,1,15
Dataset_LlamaVL,p02771,0.06666666666666667,0.23,1,15
Dataset_LlamaVL,p02759,0.06666666666666667,0.21333333333333337,1,15
Dataset_LlamaVL,p02577,0.2,0.27999999999999997,3,15
Dataset_LlamaVL,p00006,0.06666666666666667,0.26999999999999996,1,15
Dataset_LlamaVL,p03282,0.06666666666666667,0.19666666666666668,1,15
Dataset_LlamaVL,p02836,0.0,0.1766666666666667,0,15
Dataset_LlamaVL,p03043,0.0,0.2466666666666667,0,15
Dataset_LlamaVL,p02413,0.4,0.4066666666666666,6,15
Dataset_LlamaVL,p02407,0.13333333333333333,0.25,2,15
Dataset_LlamaVL,p02412,0.06666666666666667,0.21666666666666667,1,15
Dataset_LlamaVL,p03042,0.0,0.19333333333333336,0,15
Dataset_LlamaVL,p00007,0.0,0.24000000000000005,0,15
Dataset_LlamaVL,p02957,0.0,0.22000000000000006,0,15
Dataset_LlamaVL,p02406,0.0,0.2066666666666667,0,15
Dataset_LlamaVL,p02994,0.06666666666666667,0.19333333333333336,1,15
Dataset_LlamaVL,p03136,0.0,0.20333333333333328,0,15
Dataset_LlamaVL,p03308,0.06666666666666667,0.2333333333333333,1,15
Dataset_LlamaVL,p03644,0.0,0.23,0,15
Dataset_LlamaVL,p02570,0.13333333333333333,0.2833333333333333,2,15
Dataset_LlamaVL,p02772,0.06666666666666667,0.22666666666666666,1,15
Dataset_LlamaVL,p02982,0.2,0.3133333333333333,3,15
Dataset_LlamaVL,p02766,0.06666666666666667,0.24666666666666667,1,15
Dataset_LlamaVL,p03478,0.13333333333333333,0.23999999999999996,2,15
Dataset_LlamaVL,p00011,0.2,0.24333333333333335,3,15
Dataset_LlamaVL,p02612,0.0,0.20999999999999996,0,15
Dataset_LlamaVL,p03242,0.0,0.20333333333333334,0,15
Dataset_LlamaVL,p03493,0.13333333333333333,0.2533333333333333,2,15
Dataset_LlamaVL,p00005,0.13333333333333333,0.2733333333333333,2,15
Dataset_LlamaVL,p03281,0.3333333333333333,0.36,5,15
Dataset_LlamaVL,p02835,0.0,0.23,0,15
Dataset_LlamaVL,p02404,0.13333333333333333,0.23333333333333336,2,15
Dataset_LlamaVL,p02410,0.06666666666666667,0.25000000000000006,1,15
Dataset_LlamaVL,p03041,0.06666666666666667,0.2699999999999999,1,15
Dataset_LlamaVL,p02389,0.0,0.2066666666666667,0,15
Dataset_LlamaVL,p02405,0.0,0.19333333333333333,0,15
Dataset_LlamaVL,p02411,0.13333333333333333,0.29333333333333333,2,15
Dataset_LlamaVL,p02388,0.3333333333333333,0.4066666666666667,5,15
Dataset_LlamaVL,p02613,0.0,0.19666666666666663,0,15
Dataset_LlamaVL,p02767,0.26666666666666666,0.3266666666666666,4,15
Dataset_LlamaVL,p03243,0.06666666666666667,0.22333333333333336,1,15
Dataset_LlamaVL,p02773,0.06666666666666667,0.20000000000000004,1,15
Dataset_LlamaVL,p02983,0.06666666666666667,0.23333333333333334,1,15
Dataset_LlamaVL,p02258,0.06666666666666667,0.2066666666666667,1,15
Dataset_LlamaVL,p03109,0.2,0.2866666666666667,3,15
Dataset_LlamaVL,p02264,0.13333333333333333,0.26999999999999996,2,15
Dataset_LlamaVL,p03146,0.26666666666666666,0.3333333333333333,4,15
Dataset_LlamaVL,p02700,0.26666666666666666,0.32999999999999996,4,15
Dataset_LlamaVL,p02571,0.2,0.27666666666666667,3,15
Dataset_LlamaVL,p03378,0.06666666666666667,0.21333333333333332,1,15
