dataset,model_key,model,prompt,n_variants,llm_mean,llm_mean_min,llm_mean_max,n_completed,sources
java906,mistral,Mistral,zero_shot,5,0.5882919426,0.4532836645,0.6883002208,0,direct
java906,o4mini,O4-mini,few_shot,5,0.7186820365,0.6810214132,0.7890083936,5,completed|scaled
java906,o4mini,O4-mini,oap1,3,0.6980289636,0.6507537949,0.7249075128,3,scaled
java906,o4mini,O4-mini,oap2,3,0.6960366592,0.6541419611,0.7352980749,3,scaled
java906,o4mini,O4-mini,reasoning,5,0.7320434665,0.6482691396,0.8505916111,5,completed|scaled
java906,o4mini,O4-mini,zero_shot,5,0.7050827815,0.6430739514,0.7298013245,0,direct
java906,qwen37_plus,Qwen3.7-plus,few_shot,5,0.7187782804,0.6594377255,0.7844738626,5,completed
java906,qwen37_plus,Qwen3.7-plus,oap1,3,0.7083107977,0.6610895334,0.7357932486,3,completed
java906,qwen37_plus,Qwen3.7-plus,oap2,3,0.705364579,0.6674809727,0.7300720803,3,completed
java906,qwen37_plus,Qwen3.7-plus,reasoning,5,0.7387665459,0.6577614733,0.8457031536,5,completed
java906,qwen37_plus,Qwen3.7-plus,zero_shot,5,0.7147811536,0.670419426,0.7277041943,0,direct
java906,qwen3vl,Qwen3-VL-8B-Instruct,few_shot,5,0.2495066765,0.05428402064,0.6181051675,5,scaled
java906,qwen3vl,Qwen3-VL-8B-Instruct,oap1,3,0.1031285382,0.07859526915,0.1305480742,3,scaled
java906,qwen3vl,Qwen3-VL-8B-Instruct,oap2,3,0.09313761417,0.07493193034,0.1218892734,3,scaled
java906,qwen3vl,Qwen3-VL-8B-Instruct,reasoning,5,0.2568999603,0.09324862442,0.6161069827,5,scaled
java906,qwen3vl,Qwen3-VL-8B-Instruct,zero_shot,5,0.2524373475,0.06893737591,0.5668184241,5,pooled
java906,qwencoder32b,Qwen2.5-Coder-32B,few_shot,5,0.6151812884,0.4627195637,0.69125721,5,completed
java906,qwencoder32b,Qwen2.5-Coder-32B,oap1,3,0.4418875051,0.3603065057,0.4911233619,3,completed
java906,qwencoder32b,Qwen2.5-Coder-32B,oap2,3,0.4325899486,0.3527254583,0.4807898558,3,completed
java906,qwencoder32b,Qwen2.5-Coder-32B,reasoning,5,0.5961229465,0.4483844923,0.6698420328,5,completed
java906,qwencoder32b,Qwen2.5-Coder-32B,zero_shot,5,0.6135320088,0.4614790287,0.6894039735,0,direct
java906,starchat,StarChat,few_shot,5,0.2074454334,0.1075732415,0.2809527561,5,completed
java906,starchat,StarChat,oap1,3,0.1514912775,0.0898440213,0.1835089342,3,completed
java906,starchat,StarChat,oap2,3,0.1407185644,0.08345511312,0.17045941,3,completed
java906,starchat,StarChat,reasoning,5,0.2183798253,0.1132433975,0.2957616987,5,completed
java906,starchat,StarChat,zero_shot,5,0.2174557921,0.1127642294,0.2945102388,5,pooled
java906,starcoder,StarCoder,few_shot,5,0.07499075478,0.02167008344,0.1380547864,5,completed
java906,starcoder,StarCoder,oap1,3,0.2005895626,0.1329900802,0.2571827068,3,completed
java906,starcoder,StarCoder,oap2,3,0.194800542,0.1291519827,0.2497604065,3,completed
java906,starcoder,StarCoder,reasoning,5,0.08748921391,0.02528176401,0.1610639174,5,completed
java906,starcoder,StarCoder,zero_shot,5,0.0814415724,0.02353417664,0.1499304669,5,pooled
javascript250,claude_sonnet_5,Claude Sonnet 5,few_shot,5,0.786827592,0.6224345186,0.921553212,5,completed
javascript250,claude_sonnet_5,Claude Sonnet 5,oap1,3,0.738911899,0.6239936382,0.8299801732,3,completed
javascript250,claude_sonnet_5,Claude Sonnet 5,oap2,3,0.7354508914,0.6300264329,0.8235266535,3,completed
javascript250,claude_sonnet_5,Claude Sonnet 5,reasoning,5,0.8105692169,0.6208523264,0.9934817395,5,completed
javascript250,claude_sonnet_5,Claude Sonnet 5,zero_shot,5,0.78184,0.6328,0.8524,0,direct
javascript250,codellama,CodeLlama,few_shot,5,0.1820020806,0.09526146341,0.2894981993,5,scaled
javascript250,codellama,CodeLlama,oap1,3,0.1176426314,0.09475609756,0.1396462544,3,scaled
javascript250,codellama,CodeLlama,oap2,3,0.1266964728,0.09627219512,0.1601277051,3,scaled
javascript250,codellama,CodeLlama,reasoning,5,0.193127795,0.1106751219,0.302669182,5,scaled
javascript250,codellama,CodeLlama,zero_shot,5,0.1806711787,0.09778829268,0.322425656,5,completed
javascript250,deepseek_r1,DeepSeek-R1,few_shot,5,0.8227667184,0.7026978825,0.9401486077,5,completed|scaled
javascript250,deepseek_r1,DeepSeek-R1,oap1,3,0.7878777531,0.6758686376,0.8528251557,3,scaled
javascript250,deepseek_r1,DeepSeek-R1,oap2,3,0.7888700344,0.71896668,0.8356641946,3,scaled
javascript250,deepseek_r1,DeepSeek-R1,reasoning,5,0.83768926,0.6998437076,1,5,completed|scaled
javascript250,deepseek_r1,DeepSeek-R1,zero_shot,5,0.81736,0.7144,0.8696,0,direct
javascript250,deepseek_v31,DeepSeek-V3.1,few_shot,5,0.7309188998,0.5345426184,0.8869571271,5,completed|scaled
javascript250,deepseek_v31,DeepSeek-V3.1,oap1,3,0.6986917529,0.5688809656,0.8204397906,3,scaled
javascript250,deepseek_v31,DeepSeek-V3.1,oap2,3,0.6794409831,0.5640141133,0.7905382199,3,scaled
javascript250,deepseek_v31,DeepSeek-V3.1,reasoning,5,0.7650684045,0.5486024141,0.9561853814,5,completed|scaled
javascript250,deepseek_v31,DeepSeek-V3.1,zero_shot,5,0.74264,0.5824,0.8204,0,direct
javascript250,deepseek_v4_pro,DeepSeek-V4-Pro,few_shot,5,0.760761479,0.583876628,0.9193909567,5,completed
javascript250,deepseek_v4_pro,DeepSeek-V4-Pro,oap1,3,0.6965933301,0.585339165,0.7897017236,3,completed
javascript250,deepseek_v4_pro,DeepSeek-V4-Pro,oap2,3,0.693321219,0.5909982468,0.7835613894,3,completed
javascript250,deepseek_v4_pro,DeepSeek-V4-Pro,reasoning,5,0.7846272793,0.5823924477,0.9911507171,5,completed
javascript250,deepseek_v4_pro,DeepSeek-V4-Pro,zero_shot,5,0.75576,0.5936,0.8504,0,direct
javascript250,gemini,Gemini-3-preview,few_shot,5,0.2111373229,0.1399637525,0.2754713262,5,completed|scaled
javascript250,gemini,Gemini-3-preview,oap1,3,0.1695910777,0.1372863201,0.2161304113,3,scaled
javascript250,gemini,Gemini-3-preview,oap2,3,0.1665675735,0.1354625617,0.209876062,3,scaled
javascript250,gemini,Gemini-3-preview,reasoning,5,0.2180615076,0.1368982864,0.2969722515,5,completed|scaled
javascript250,gemini,Gemini-3-preview,zero_shot,5,0.20848,0.1336,0.2864,0,direct
javascript250,glm5,GLM-5,few_shot,5,0.8833110523,0.8152239712,0.9669605735,5,completed
javascript250,glm5,GLM-5,oap1,3,0.8667367741,0.817266004,0.9101302193,3,completed
javascript250,glm5,GLM-5,oap2,3,0.8632117614,0.8251673635,0.9030534921,3,completed
javascript250,glm5,GLM-5,reasoning,5,0.8996340607,0.8131517195,1,5,completed
javascript250,glm5,GLM-5,zero_shot,5,0.87856,0.8288,0.9024,0,direct
javascript250,gpt35,GPT-3.5-turbo,few_shot,5,0.3525026681,0.08491832797,0.548347946,5,completed|scaled
javascript250,gpt35,GPT-3.5-turbo,oap1,3,0.2501904138,0.1108475884,0.4171732598,3,scaled
javascript250,gpt35,GPT-3.5-turbo,oap2,3,0.237568048,0.08832154341,0.402314266,3,scaled
javascript250,gpt35,GPT-3.5-turbo,reasoning,5,0.3731800564,0.09253504823,0.5911472762,5,completed|scaled
javascript250,gpt35,GPT-3.5-turbo,zero_shot,5,0.35544,0.1008,0.5376,0,direct
javascript250,gpt4o,GPT-4o,few_shot,5,0.6389816904,0.4027971631,0.8411173146,5,completed|scaled
javascript250,gpt4o,GPT-4o,oap1,3,0.522270222,0.3772170213,0.6567554281,3,scaled
javascript250,gpt4o,GPT-4o,oap2,3,0.5247608204,0.3606439716,0.6971274068,3,scaled
javascript250,gpt4o,GPT-4o,reasoning,5,0.6560232144,0.3678496454,0.9067677068,5,completed|scaled
javascript250,gpt4o,GPT-4o,zero_shot,5,0.6332,0.4064,0.778,0,direct
javascript250,gpt5,GPT-5-nano,few_shot,5,0.5796504125,0.2864300439,0.8627398677,5,completed
javascript250,gpt5,GPT-5-nano,oap1,3,0.4395042047,0.2871475149,0.6643909916,3,completed
javascript250,gpt5,GPT-5-nano,oap2,3,0.4371099348,0.2899236682,0.6592250123,3,completed
javascript250,gpt5,GPT-5-nano,reasoning,5,0.6027728136,0.2857019555,0.9300779307,5,completed
javascript250,gpt5,GPT-5-nano,zero_shot,5,0.57488,0.2912,0.798,0,direct
javascript250,kimi_k25,Kimi-K2.7,few_shot,5,0.877528075,0.7676167799,0.9859884202,5,completed
javascript250,kimi_k25,Kimi-K2.7,oap1,3,0.848678067,0.7695395626,0.9072822481,3,completed
javascript250,kimi_k25,Kimi-K2.7,oap2,3,0.8450223091,0.776979501,0.9002276653,3,completed
javascript250,kimi_k25,Kimi-K2.7,reasoning,5,0.8901747358,0.7656655428,1,5,completed
javascript250,kimi_k25,Kimi-K2.7,zero_shot,5,0.8724,0.7804,0.912,0,direct
javascript250,llama70b,Llama-70B,few_shot,5,0.4039909883,0.1615491054,0.6092666667,5,scaled
javascript250,llama70b,Llama-70B,oap1,3,0.2590021589,0.1561956262,0.3931657993,3,scaled
javascript250,llama70b,Llama-70B,oap2,3,0.2730018558,0.1750902584,0.3984118959,3,scaled
javascript250,llama70b,Llama-70B,reasoning,5,0.4046787983,0.1927252485,0.6185951515,5,scaled
javascript250,llama70b,Llama-70B,zero_shot,5,0.39,0.1584,0.5924,0,direct
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,few_shot,5,0.004480665703,0,0.01843937575,5,completed|scaled
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,oap1,3,0.001229518072,0,0.003688554216,3,completed|scaled
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,oap2,3,0.001917132263,0,0.004521878716,3,completed|scaled
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,reasoning,5,0.007396913422,0,0.0255517064,5,completed|scaled
javascript250,llamavl,Llama-3.2-11B-Vision-Instruct,zero_shot,5,0.005891647701,0,0.02291750986,5,completed
javascript250,mistral,Mistral,few_shot,5,0.5100701431,0.2289321643,0.7169598523,5,completed
javascript250,mistral,Mistral,oap1,3,0.2032918013,0.1223885556,0.2883987079,3,completed
javascript250,mistral,Mistral,oap2,3,0.1924011691,0.1158320258,0.2729487771,3,completed
javascript250,mistral,Mistral,reasoning,5,0.5034964467,0.2259817259,0.707719797,5,completed
javascript250,mistral,Mistral,zero_shot,5,0.5276,0.2368,0.7416,0,direct
javascript250,o4mini,O4-mini,few_shot,5,0.8521815448,0.8031527924,0.9535545906,5,completed|scaled
javascript250,o4mini,O4-mini,oap1,3,0.8171098151,0.7674571128,0.8547368486,3,scaled
javascript250,o4mini,O4-mini,oap2,3,0.814925573,0.7714528978,0.8669883375,3,scaled
javascript250,o4mini,O4-mini,reasoning,5,0.8630219552,0.7645268704,1,5,completed|scaled
javascript250,o4mini,O4-mini,zero_shot,5,0.836,0.7584,0.882,0,direct
javascript250,qwen37_plus,Qwen3.7-plus,few_shot,5,0.8316595977,0.6967961646,0.9505274331,5,completed
javascript250,qwen37_plus,Qwen3.7-plus,oap1,3,0.794382191,0.6985415507,0.8678175046,3,completed
javascript250,qwen37_plus,Qwen3.7-plus,oap2,3,0.7908281528,0.7052950775,0.8610697803,3,completed
javascript250,qwen37_plus,Qwen3.7-plus,reasoning,5,0.8511335451,0.6950249494,1,5,completed
javascript250,qwen37_plus,Qwen3.7-plus,zero_shot,5,0.82664,0.7084,0.8792,0,direct
javascript250,qwen3vl,Qwen3-VL-8B-Instruct,few_shot,5,0.1960405859,0.04118731707,0.4889068771,5,scaled
javascript250,qwen3vl,Qwen3-VL-8B-Instruct,oap1,3,0.07930645401,0.05963317073,0.1042692033,3,scaled
javascript250,qwen3vl,Qwen3-VL-8B-Instruct,oap2,3,0.07173038125,0.05685365853,0.09735338883,3,scaled
javascript250,qwen3vl,Qwen3-VL-8B-Instruct,reasoning,5,0.2019098656,0.07075121951,0.4873263591,5,scaled
javascript250,qwen3vl,Qwen3-VL-8B-Instruct,zero_shot,5,0.1985647033,0.05230536585,0.4483402504,5,completed
javascript250,qwencoder32b,Qwen2.5-Coder-32B,few_shot,5,0.5976021505,0.341716129,0.766855914,5,completed
javascript250,qwencoder32b,Qwen2.5-Coder-32B,oap1,3,0.3790352051,0.2660845878,0.5359168459,3,completed
javascript250,qwencoder32b,Qwen2.5-Coder-32B,oap2,3,0.3710600956,0.2604860215,0.5246408602,3,completed
javascript250,qwencoder32b,Qwen2.5-Coder-32B,reasoning,5,0.579088411,0.3311297491,0.7430986858,5,completed
javascript250,qwencoder32b,Qwen2.5-Coder-32B,zero_shot,5,0.596,0.3408,0.7648,0,direct
javascript250,starchat,StarChat,few_shot,5,0.1615222484,0.08161984232,0.2222271255,5,completed
javascript250,starchat,StarChat,oap1,3,0.1161098023,0.06816801976,0.1446618777,3,completed
javascript250,starchat,StarChat,oap2,3,0.1078531052,0.06332051613,0.1343748109,3,completed
javascript250,starchat,StarChat,reasoning,5,0.1700360417,0.08592200179,0.2339406562,5,completed
javascript250,starchat,StarChat,zero_shot,5,0.1693165662,0.08555843902,0.2329507804,5,completed
javascript250,starcoder,StarCoder,few_shot,5,0.05788950955,0.01714053429,0.1102648405,5,completed
javascript250,starcoder,StarCoder,oap1,3,0.1541852225,0.1009045487,0.2054127271,3,completed
javascript250,starcoder,StarCoder,oap2,3,0.1497354325,0.09799244048,0.1994845099,3,completed
javascript250,starcoder,StarCoder,reasoning,5,0.06753776114,0.01999729,0.1286423139,5,completed
javascript250,starcoder,StarCoder,zero_shot,5,0.06286925231,0.01861498885,0.1197499881,5,completed
javascript454,claude_sonnet_5,Claude Sonnet 5,few_shot,5,0.7828645833,0.7360569564,0.8458514154,5,completed
javascript454,claude_sonnet_5,Claude Sonnet 5,oap1,3,0.778722684,0.7379006858,0.8085333812,3,completed
javascript454,claude_sonnet_5,Claude Sonnet 5,oap2,3,0.7755338027,0.7450347383,0.7979732699,3,completed
javascript454,claude_sonnet_5,Claude Sonnet 5,reasoning,5,0.8042348687,0.7341859426,0.9118713109,5,completed
javascript454,claude_sonnet_5,Claude Sonnet 5,zero_shot,5,0.778473494,0.7483146067,0.8081497797,0,direct
javascript454,codellama,CodeLlama,few_shot,5,0.1727207961,0.1011479861,0.2637575564,5,scaled
javascript454,codellama,CodeLlama,oap1,3,0.1183457272,0.1006113921,0.1351483744,3,scaled
javascript454,codellama,CodeLlama,oap2,3,0.1272218197,0.1022211743,0.154970136,3,scaled
javascript454,codellama,CodeLlama,reasoning,5,0.1832289441,0.1175141059,0.2757574453,5,scaled
javascript454,codellama,CodeLlama,zero_shot,5,0.1713670863,0.1038309566,0.2937572785,5,completed
javascript454,deepseek_r1,DeepSeek-R1,few_shot,5,0.7480817247,0.6874285689,0.7989390481,5,completed|scaled
javascript454,deepseek_r1,DeepSeek-R1,oap1,3,0.7385380752,0.6611823116,0.7913036772,3,scaled
javascript454,deepseek_r1,DeepSeek-R1,oap2,3,0.7402198153,0.7033438525,0.7695433927,3,scaled
javascript454,deepseek_r1,DeepSeek-R1,reasoning,5,0.7629967088,0.6846364138,0.8612973672,5,completed|scaled
javascript454,deepseek_r1,DeepSeek-R1,zero_shot,5,0.7439603029,0.6988764045,0.7678414097,0,direct
javascript454,deepseek_v31,DeepSeek-V3.1,few_shot,5,0.747263681,0.6620731745,0.8418031401,5,completed|scaled
javascript454,deepseek_v31,DeepSeek-V3.1,oap1,3,0.7560142593,0.7046039248,0.7911719419,3,scaled
javascript454,deepseek_v31,DeepSeek-V3.1,oap2,3,0.7360465854,0.6985759444,0.765442773,3,scaled
javascript454,deepseek_v31,DeepSeek-V3.1,reasoning,5,0.7816235628,0.67948734,0.907507062,5,completed|scaled
javascript454,deepseek_v31,DeepSeek-V3.1,zero_shot,5,0.7619348612,0.7213483146,0.7788546256,0,direct
javascript454,deepseek_v4_pro,DeepSeek-V4-Pro,few_shot,5,0.7593063376,0.7216894782,0.822038031,5,completed
javascript454,deepseek_v4_pro,DeepSeek-V4-Pro,oap1,3,0.7526548197,0.7234972189,0.7693465262,3,completed
javascript454,deepseek_v4_pro,DeepSeek-V4-Pro,oap2,3,0.7496613633,0.7304920182,0.763364464,3,completed
javascript454,deepseek_v4_pro,DeepSeek-V4-Pro,reasoning,5,0.7802180859,0.7198549857,0.8861992582,5,completed
javascript454,deepseek_v4_pro,DeepSeek-V4-Pro,zero_shot,5,0.7551997228,0.7337078652,0.7647577093,0,direct
javascript454,gemini,Gemini-3-preview,few_shot,5,0.3592268762,0.1741838211,0.5086538917,5,completed|scaled
javascript454,gemini,Gemini-3-preview,oap1,3,0.2692816107,0.175105124,0.3981353983,3,scaled
javascript454,gemini,Gemini-3-preview,oap2,3,0.2653300221,0.1700379583,0.3928464317,3,scaled
javascript454,gemini,Gemini-3-preview,reasoning,5,0.3724146948,0.1675619569,0.5483550451,5,completed|scaled
javascript454,gemini,Gemini-3-preview,zero_shot,5,0.3532762461,0.1707865169,0.5008810573,0,direct
javascript454,glm5,GLM-5,few_shot,5,0.7727504072,0.7334563735,0.8460895493,5,completed
javascript454,glm5,GLM-5,oap1,3,0.7644138654,0.7367927268,0.7794282366,3,completed
javascript454,glm5,GLM-5,oap2,3,0.7613853185,0.7439160675,0.773367784,3,completed
javascript454,glm5,GLM-5,reasoning,5,0.7941123555,0.7330835613,0.9121280314,5,completed
javascript454,glm5,GLM-5,zero_shot,5,0.7683809335,0.7471910112,0.7825991189,0,direct
javascript454,gpt35,GPT-3.5-turbo,few_shot,5,0.6412130007,0.3189927382,0.8144177479,5,completed|scaled
javascript454,gpt35,GPT-3.5-turbo,oap1,3,0.6006824936,0.416395101,0.727110879,3,scaled
javascript454,gpt35,GPT-3.5-turbo,oap2,3,0.5633680986,0.3317767983,0.7012124405,3,scaled
javascript454,gpt35,GPT-3.5-turbo,reasoning,5,0.6720369705,0.3476046823,0.8779842014,5,completed|scaled
javascript454,gpt35,GPT-3.5-turbo,zero_shot,5,0.651236945,0.3786516854,0.7533039648,0,direct
javascript454,gpt4o,GPT-4o,few_shot,5,0.7637375101,0.6882261535,0.8465658169,5,completed|scaled
javascript454,gpt4o,GPT-4o,oap1,3,0.7144529383,0.6445194836,0.7876301243,3,scaled
javascript454,gpt4o,GPT-4o,oap2,3,0.7115422498,0.6162024863,0.7634957023,3,scaled
javascript454,gpt4o,GPT-4o,reasoning,5,0.7748116258,0.6285142242,0.9126414725,5,completed|scaled
javascript454,gpt4o,GPT-4o,zero_shot,5,0.7559248626,0.6943820225,0.7830396476,0,direct
javascript454,gpt5,GPT-5-nano,few_shot,5,0.6553936797,0.3801855751,0.811322008,5,completed
javascript454,gpt5,GPT-5-nano,oap1,3,0.591052072,0.3811378918,0.6965341729,3,completed
javascript454,gpt5,GPT-5-nano,oap2,3,0.5874471892,0.3848227477,0.691118264,3,completed
javascript454,gpt5,GPT-5-nano,reasoning,5,0.6761589203,0.3792191655,0.8746468345,5,completed
javascript454,gpt5,GPT-5-nano,zero_shot,5,0.6501668069,0.3865168539,0.7504405286,0,direct
javascript454,kimi_k25,Kimi-K2.7,few_shot,5,0.7516716097,0.7233744989,0.8160846849,5,completed
javascript454,kimi_k25,Kimi-K2.7,oap1,3,0.7424718561,0.7290370139,0.7527800573,3,completed
javascript454,kimi_k25,Kimi-K2.7,oap2,3,0.7396115301,0.736085372,0.7429481303,3,completed
javascript454,kimi_k25,Kimi-K2.7,reasoning,5,0.7725000403,0.723245522,0.8797812451,5,completed
javascript454,kimi_k25,Kimi-K2.7,zero_shot,5,0.7476449042,0.7330396476,0.7585903084,0,direct
javascript454,llama70b,Llama-70B,few_shot,5,0.6110388795,0.2039761431,0.7944566814,5,scaled
javascript454,llama70b,Llama-70B,oap1,3,0.4768912839,0.1972166998,0.7087093657,3,scaled
javascript454,llama70b,Llama-70B,oap2,3,0.5017175775,0.2210735586,0.7181658287,3,scaled
javascript454,llama70b,Llama-70B,reasoning,5,0.6107070555,0.2433399602,0.8066206114,5,scaled
javascript454,llama70b,Llama-70B,zero_shot,5,0.5879735683,0.2,0.7526431718,0,direct
javascript454,llamavl,Llama-3.2-11B-Vision-Instruct,few_shot,5,0.004076870693,0,0.01679984436,5,completed|scaled
javascript454,llamavl,Llama-3.2-11B-Vision-Instruct,oap1,3,0.001237317583,0,0.003711952749,3,completed|scaled
javascript454,llamavl,Llama-3.2-11B-Vision-Instruct,oap2,3,0.001871183553,0,0.004376233075,3,completed|scaled
javascript454,llamavl,Llama-3.2-11B-Vision-Instruct,reasoning,5,0.006849143543,0,0.02327978433,5,completed|scaled
javascript454,llamavl,Llama-3.2-11B-Vision-Instruct,zero_shot,5,0.005434668527,0,0.02087980656,5,completed
javascript454,mistral,Mistral,few_shot,5,0.6484331566,0.4866459611,0.7131557869,5,completed
javascript454,mistral,Mistral,oap1,3,0.3244997135,0.2601639506,0.3586029123,3,completed
javascript454,mistral,Mistral,oap2,3,0.3071158003,0.2462265961,0.339392042,3,completed
javascript454,mistral,Mistral,reasoning,5,0.6400762615,0.4803741516,0.7039647577,5,completed
javascript454,mistral,Mistral,zero_shot,5,0.6707182102,0.5033707865,0.7376651982,0,direct
javascript454,o4mini,O4-mini,few_shot,5,0.7539678594,0.7044197914,0.8284676448,5,completed|scaled
javascript454,o4mini,O4-mini,oap1,3,0.7370468433,0.6731122451,0.7694090495,3,scaled
javascript454,o4mini,O4-mini,oap2,3,0.7348348682,0.6766168212,0.7796363453,3,scaled
javascript454,o4mini,O4-mini,reasoning,5,0.767824335,0.6705422226,0.8931307125,5,completed|scaled
javascript454,o4mini,O4-mini,zero_shot,5,0.7396416374,0.6651685393,0.7662995595,0,direct
javascript454,qwen37_plus,Qwen3.7-plus,few_shot,5,0.761778481,0.7294258126,0.8146558818,5,completed
javascript454,qwen37_plus,Qwen3.7-plus,oap1,3,0.7564178775,0.7312529318,0.7816483792,3,completed
javascript454,qwen37_plus,Qwen3.7-plus,oap2,3,0.7534111393,0.7383227136,0.7714394081,3,completed
javascript454,qwen37_plus,Qwen3.7-plus,reasoning,5,0.7826396057,0.7275716548,0.8782409219,5,completed
javascript454,qwen37_plus,Qwen3.7-plus,zero_shot,5,0.7577859724,0.7415730337,0.781277533,0,direct
javascript454,qwen3vl,Qwen3-VL-8B-Instruct,few_shot,5,0.1821091687,0.04373241841,0.4454358732,5,scaled
javascript454,qwen3vl,Qwen3-VL-8B-Instruct,oap1,3,0.07957180247,0.06331810273,0.1009107862,3,scaled
javascript454,qwen3vl,Qwen3-VL-8B-Instruct,oap2,3,0.0719851704,0.06036683523,0.09421772387,3,scaled
javascript454,qwen3vl,Qwen3-VL-8B-Instruct,reasoning,5,0.1881464987,0.07423905495,0.4439958865,5,scaled
javascript454,qwen3vl,Qwen3-VL-8B-Instruct,zero_shot,5,0.1846696154,0.05553748841,0.4084762156,5,completed
javascript454,qwencoder32b,Qwen2.5-Coder-32B,few_shot,5,0.6955359446,0.5385224115,0.7915494292,5,completed
javascript454,qwencoder32b,Qwen2.5-Coder-32B,oap1,3,0.4931851204,0.4193320178,0.5417199564,3,completed
javascript454,qwencoder32b,Qwen2.5-Coder-32B,oap2,3,0.4828082337,0.4105090411,0.5303218701,3,completed
javascript454,qwencoder32b,Qwen2.5-Coder-32B,reasoning,5,0.673988212,0.5218389647,0.7670271949,5,completed
javascript454,qwencoder32b,Qwen2.5-Coder-32B,zero_shot,5,0.6936712369,0.5370786517,0.7894273128,0,direct
javascript454,starchat,StarChat,few_shot,5,0.1544467707,0.08666340391,0.2024678693,5,completed
javascript454,starchat,StarChat,oap1,3,0.1162472849,0.07238034848,0.1400024489,3,completed
javascript454,starchat,StarChat,oap2,3,0.1079808113,0.06723330147,0.1300467192,3,completed
javascript454,starchat,StarChat,reasoning,5,0.1625876176,0.09123140813,0.213139895,5,completed
javascript454,starchat,StarChat,zero_shot,5,0.1618996587,0.0908453796,0.2122380337,5,completed
javascript454,starcoder,StarCoder,few_shot,5,0.05719056818,0.01561648898,0.1067133093,5,completed
javascript454,starcoder,StarCoder,oap1,3,0.1543886141,0.1071397764,0.1987965681,3,completed
javascript454,starcoder,StarCoder,oap2,3,0.1499329543,0.1040477194,0.1930592934,3,completed
javascript454,starcoder,StarCoder,reasoning,5,0.06672232954,0.01821923714,0.1244988608,5,completed
javascript454,starcoder,StarCoder,zero_shot,5,0.06211018695,0.01695984287,0.1158929488,5,completed
javascript704,claude_sonnet_5,Claude Sonnet 5,few_shot,5,0.7755832055,0.6522645982,0.8727341557,5,completed
javascript704,claude_sonnet_5,Claude Sonnet 5,oap1,3,0.7500678975,0.6538984383,0.8040259552,3,completed
javascript704,claude_sonnet_5,Claude Sonnet 5,oap2,3,0.7466420253,0.6602203538,0.7977742428,3,completed
javascript704,claude_sonnet_5,Claude Sonnet 5,reasoning,5,0.797817672,0.6506065796,0.940852287,5,completed
javascript704,claude_sonnet_5,Claude Sonnet 5,zero_shot,5,0.770835596,0.6631268437,0.8072443182,0,direct
javascript704,codellama,CodeLlama,few_shot,5,0.1760167068,0.09905760161,0.2728984096,5,scaled
javascript704,codellama,CodeLlama,oap1,3,0.1180960483,0.09853209709,0.136745633,3,scaled
javascript704,codellama,CodeLlama,oap2,3,0.1270352618,0.1001086106,0.1568016591,3,scaled
javascript704,codellama,CodeLlama,reasoning,5,0.186744161,0.1150854894,0.2853141699,5,scaled
javascript704,codellama,CodeLlama,zero_shot,5,0.1746710964,0.1016851242,0.3039378102,5,completed
javascript704,deepseek_r1,DeepSeek-R1,few_shot,5,0.7757710273,0.6986891247,0.8490844883,5,completed|scaled
javascript704,deepseek_r1,DeepSeek-R1,oap1,3,0.7579310374,0.6720129355,0.8067993408,3,scaled
javascript704,deepseek_r1,DeepSeek-R1,oap2,3,0.7594872982,0.7148651117,0.7846129367,3,scaled
javascript704,deepseek_r1,DeepSeek-R1,reasoning,5,0.7916447857,0.6958512322,0.9153567297,5,completed|scaled
javascript704,deepseek_r1,DeepSeek-R1,zero_shot,5,0.771212624,0.7103244838,0.8,0,direct
javascript704,deepseek_v31,DeepSeek-V3.1,few_shot,5,0.7317071776,0.5680240918,0.8578379366,5,completed|scaled
javascript704,deepseek_v31,DeepSeek-V3.1,oap1,3,0.7183603875,0.6045132469,0.7893737576,3,scaled
javascript704,deepseek_v31,DeepSeek-V3.1,oap2,3,0.6987952816,0.5993415556,0.7606044129,3,scaled
javascript704,deepseek_v31,DeepSeek-V3.1,reasoning,5,0.7657358434,0.5829645333,0.924793397,5,completed|scaled
javascript704,deepseek_v31,DeepSeek-V3.1,zero_shot,5,0.7444576294,0.618879056,0.7934659091,0,direct
javascript704,deepseek_v4_pro,DeepSeek-V4-Pro,few_shot,5,0.7492845435,0.6200575828,0.8566093825,5,completed
javascript704,deepseek_v4_pro,DeepSeek-V4-Pro,oap1,3,0.7151383998,0.6216107485,0.7765749344,3,completed
javascript704,deepseek_v4_pro,DeepSeek-V4-Pro,oap2,3,0.7118757523,0.6276205053,0.7705366677,3,completed
javascript704,deepseek_v4_pro,DeepSeek-V4-Pro,reasoning,5,0.7712721044,0.6184814326,0.9234689525,5,completed
javascript704,deepseek_v4_pro,DeepSeek-V4-Pro,zero_shot,5,0.7446846507,0.6303834808,0.7923295455,0,direct
javascript704,gemini,Gemini-3-preview,few_shot,5,0.3097589498,0.2022059953,0.425847583,5,completed|scaled
javascript704,gemini,Gemini-3-preview,oap1,3,0.239108809,0.2053597607,0.3055043336,3,scaled
javascript704,gemini,Gemini-3-preview,oap2,3,0.2353354894,0.1994170909,0.3014459097,3,scaled
