dataset,model_key,model,variant,n_items,llm_mean,llm_median,llm_consensus_rate,st_mean,st_median,st_success_rate,agreement_rate,both_success_rate,neither_success_rate,eval_file,source,is_completed,import_method
java656,gemini,Gemini-3-preview,renaming,656,0.8016768292682929,1.0,0.7987804878048781,0.6150693462071258,0.6306107938289642,0.8170731707317073,0.7682926829268293,0.6920731707317073,0.07621951219512195,evaluation/java656/Gemini_Results/combined_results_Variable_Renaming_Description.json,direct,false,
java656,gemini,Gemini-3-preview,dead_code,656,0.7929878048780489,1.0,0.7942073170731707,0.622781151428637,0.6389642059803009,0.8292682926829268,0.7637195121951219,0.6935975609756098,0.0701219512195122,evaluation/java656/Gemini_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
java656,gemini,Gemini-3-preview,encryption,656,0.7908536585365855,1.0,0.7987804878048781,0.5888896168141466,0.6141566336154938,0.7423780487804879,0.739329268292683,0.6402439024390244,0.09908536585365854,evaluation/java656/Gemini_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
java656,llama70b,Llama-70B,with_comments,656,0.7564024390243903,1.0,0.7652439024390244,0.6785574037036518,0.6963919103145599,0.9085365853658537,0.7621951219512195,0.7179878048780488,0.04420731707317073,evaluation/java656/llama70B_Results/combined_results_Data_With_Comments_Description.json,direct,false,
java656,llama70b,Llama-70B,without_comments,656,0.7458841463414634,1.0,0.7454268292682927,0.677628567578589,0.697242021560669,0.8963414634146342,0.7667682926829268,0.7042682926829268,0.0625,evaluation/java656/llama70B_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
java656,llama70b,Llama-70B,renaming,656,0.7350609756097561,1.0,0.7271341463414634,0.6141043817283722,0.6196459233760834,0.8140243902439024,0.7332317073170732,0.6371951219512195,0.09603658536585366,evaluation/java656/llama70B_Results/combined_results_Variable_Renaming_Description.json,direct,false,
java656,llama70b,Llama-70B,dead_code,656,0.7013719512195122,0.9,0.6996951219512195,0.6477035550718627,0.6633270978927612,0.8338414634146342,0.7286585365853658,0.6310975609756098,0.0975609756097561,evaluation/java656/llama70B_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
java656,llama70b,Llama-70B,encryption,656,0.6158536585365854,0.8,0.5899390243902439,0.5832171722928562,0.6004250943660736,0.7286585365853658,0.7088414634146342,0.5137195121951219,0.1951219512195122,evaluation/java656/llama70B_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
java656,mistral,Mistral,with_comments,656,0.7460365853658537,1.0,0.7439024390243902,0.6322829589792868,0.6516412198543549,0.850609756097561,0.7408536585365854,0.6676829268292683,0.07317073170731707,evaluation/java656/mistral_Results/combined_results_Data_With_Comments_Description.json,direct,false,
java656,mistral,Mistral,without_comments,656,0.7356707317073171,0.9,0.7317073170731707,0.6352505862440277,0.6500904858112335,0.8673780487804879,0.7362804878048781,0.6676829268292683,0.06859756097560976,evaluation/java656/mistral_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
java656,mistral,Mistral,renaming,656,0.7257621951219513,0.9,0.725609756097561,0.5918665888787407,0.6072010695934296,0.7484756097560976,0.6905487804878049,0.5823170731707317,0.10823170731707317,evaluation/java656/mistral_Results/combined_results_Variable_Renaming_Description.json,direct,false,
java656,mistral,Mistral,dead_code,656,0.6989329268292683,0.9,0.6859756097560976,0.6007059876375446,0.6115403473377228,0.7820121951219512,0.7027439024390244,0.5853658536585366,0.1173780487804878,evaluation/java656/mistral_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
java656,mistral,Mistral,encryption,656,0.5657012195121952,0.7,0.5411585365853658,0.5470593296582016,0.5602839291095734,0.6676829268292683,0.6448170731707317,0.4268292682926829,0.21798780487804878,evaluation/java656/mistral_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
java656,deepseek_v31,DeepSeek-V3.1,with_comments,656,0.7615853658536585,1.0,0.7576219512195121,0.6534016943286832,0.6724028289318085,0.9039634146341463,0.7378048780487805,0.6996951219512195,0.038109756097560975,evaluation/java656/deepseek-v3.1_Results/combined_results_Data_With_Comments_Description.json,direct,false,
java656,deepseek_v31,DeepSeek-V3.1,without_comments,656,0.7425304878048781,0.9,0.7484756097560976,0.6538815671441759,0.6664125025272369,0.899390243902439,0.7576219512195121,0.7027439024390244,0.054878048780487805,evaluation/java656/deepseek-v3.1_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
java656,deepseek_v31,DeepSeek-V3.1,renaming,656,0.7454268292682927,1.0,0.7454268292682927,0.6393374570122943,0.6473442912101746,0.8826219512195121,0.75,0.6890243902439024,0.06097560975609756,evaluation/java656/deepseek-v3.1_Results/combined_results_Variable_Renaming_Description.json,direct,false,
java656,deepseek_v31,DeepSeek-V3.1,dead_code,656,0.7300304878048781,1.0,0.7240853658536586,0.6228794644518596,0.6372734010219574,0.8292682926829268,0.7545731707317073,0.6539634146341463,0.10060975609756098,evaluation/java656/deepseek-v3.1_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
java656,deepseek_v31,DeepSeek-V3.1,encryption,656,0.6771341463414635,0.9,0.6692073170731707,0.5987523914337521,0.619269073009491,0.760670731707317,0.7164634146341463,0.573170731707317,0.14329268292682926,evaluation/java656/deepseek-v3.1_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
java656,deepseek_r1,DeepSeek-R1,with_comments,656,0.7498475609756097,1.0,0.7469512195121951,0.6225157264938078,0.6447907984256744,0.8353658536585366,0.7439024390243902,0.663109756097561,0.08079268292682927,evaluation/java656/deepseek-r1_Results/combined_results_Data_With_Comments_Description.json,direct,false,
java656,deepseek_r1,DeepSeek-R1,without_comments,656,0.7454268292682927,1.0,0.7515243902439024,0.6189950418136105,0.6357609629631042,0.8551829268292683,0.7652439024390244,0.6859756097560976,0.07926829268292683,evaluation/java656/deepseek-r1_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
java656,deepseek_r1,DeepSeek-R1,renaming,656,0.7356707317073171,0.9,0.7408536585365854,0.5869027724171557,0.6011875569820404,0.7637195121951219,0.7027439024390244,0.6036585365853658,0.09908536585365854,evaluation/java656/deepseek-r1_Results/combined_results_Variable_Renaming_Description.json,direct,false,
java656,deepseek_r1,DeepSeek-R1,dead_code,656,0.7213414634146342,0.9,0.7164634146341463,0.6117968709866811,0.6276659667491913,0.8201219512195121,0.7378048780487805,0.6371951219512195,0.10060975609756098,evaluation/java656/deepseek-r1_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
java656,deepseek_r1,DeepSeek-R1,encryption,656,0.669359756097561,0.9,0.6570121951219512,0.5662323335276508,0.5776693522930145,0.7057926829268293,0.7103658536585366,0.5365853658536586,0.17378048780487804,evaluation/java656/deepseek-r1_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
java656,deepseek_v4_pro,DeepSeek-V4-Pro,with_comments,656,0.751219512195122,1.0,0.7545731707317073,0.0,0.0,0.0,0.24542682926829268,0.0,0.24542682926829268,evaluation/java656/DeepseekV4Pro_Results/combined_results_Data_With_Comments_Description.json,direct,false,
java656,deepseek_v4_pro,DeepSeek-V4-Pro,without_comments,656,0.7554878048780488,1.0,0.7576219512195121,0.0,0.0,0.0,0.2423780487804878,0.0,0.2423780487804878,evaluation/java656/DeepseekV4Pro_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
java656,deepseek_v4_pro,DeepSeek-V4-Pro,renaming,656,0.7257621951219513,0.9,0.7332317073170732,0.0,0.0,0.0,0.26676829268292684,0.0,0.26676829268292684,evaluation/java656/DeepseekV4Pro_Results/combined_results_Variable_Renaming_Description.json,direct,false,
java656,deepseek_v4_pro,DeepSeek-V4-Pro,dead_code,656,0.7324695121951219,1.0,0.7301829268292683,0.0,0.0,0.0,0.2698170731707317,0.0,0.2698170731707317,evaluation/java656/DeepseekV4Pro_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
java656,deepseek_v4_pro,DeepSeek-V4-Pro,encryption,656,0.645579268292683,0.8,0.635670731707317,0.0,0.0,0.0,0.3643292682926829,0.0,0.3643292682926829,evaluation/java656/DeepseekV4Pro_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
java656,qwencoder32b,Qwen2.5-Coder-32B,with_comments,656,0.7710365853658536,1.0,0.774390243902439,0.6318376943151035,0.6447784602642059,0.8307926829268293,0.7454268292682927,0.6753048780487805,0.0701219512195122,evaluation/java656/qwencoder32B_Results/combined_results_Data_With_Comments_Description.json,direct,false,
java656,qwencoder32b,Qwen2.5-Coder-32B,without_comments,656,0.7731707317073171,1.0,0.7759146341463414,0.6312492520480257,0.644224226474762,0.8216463414634146,0.7378048780487805,0.6676829268292683,0.0701219512195122,evaluation/java656/qwencoder32B_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
java656,qwencoder32b,Qwen2.5-Coder-32B,renaming,656,0.7608231707317074,1.0,0.7591463414634146,0.5916648975959639,0.6000266969203949,0.7332317073170732,0.6905487804878049,0.5914634146341463,0.09908536585365854,evaluation/java656/qwencoder32B_Results/combined_results_Variable_Renaming_Description.json,direct,false,
java656,qwencoder32b,Qwen2.5-Coder-32B,dead_code,656,0.7298780487804879,1.0,0.7134146341463414,0.6065785078468119,0.6165410876274109,0.7804878048780488,0.7042682926829268,0.5990853658536586,0.10518292682926829,evaluation/java656/qwencoder32B_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
java656,qwencoder32b,Qwen2.5-Coder-32B,encryption,656,0.5789634146341464,0.7,0.5533536585365854,0.564203288451564,0.5829369127750397,0.6783536585365854,0.6676829268292683,0.4496951219512195,0.21798780487804878,evaluation/java656/qwencoder32B_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
java656,qwen37_plus,Qwen3.7-plus,with_comments,656,0.7586259541984732,1.0,0.7667682926829268,0.6097679976409404,0.6546644866466522,0.8262195121951219,0.7423780487804879,0.6676829268292683,0.07469512195121951,evaluation/java656/Qwen37Plus_Results/combined_results_Data_With_Comments_Description.json,direct,false,
java656,qwen37_plus,Qwen3.7-plus,without_comments,656,0.7519817073170731,1.0,0.760670731707317,0.6131626434919493,0.6611078083515167,0.8277439024390244,0.7865853658536586,0.6875,0.09908536585365854,evaluation/java656/Qwen37Plus_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
java656,qwen37_plus,Qwen3.7-plus,renaming,656,0.7597560975609756,1.0,0.7637195121951219,0.6110979671541761,0.6481758058071136,0.8155487804878049,0.7682926829268293,0.6737804878048781,0.09451219512195122,evaluation/java656/Qwen37Plus_Results/combined_results_Variable_Renaming_Description.json,direct,false,
java656,qwen37_plus,Qwen3.7-plus,dead_code,656,0.7519817073170733,1.0,0.7439024390243902,0.6191917695232849,0.6523927748203278,0.8277439024390244,0.7515243902439024,0.6615853658536586,0.0899390243902439,evaluation/java656/Qwen37Plus_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
java656,qwen37_plus,Qwen3.7-plus,encryption,656,0.7152439024390245,0.9,0.7103658536585366,0.6007071413453271,0.632572591304779,0.7728658536585366,0.7515243902439024,0.6173780487804879,0.13414634146341464,evaluation/java656/Qwen37Plus_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
java656,claude_sonnet_5,Claude Sonnet 5,with_comments,656,0.7684451219512195,1.0,0.760670731707317,0.6179170564907354,0.635479748249054,0.8567073170731707,0.7545731707317073,0.6859756097560976,0.06859756097560976,evaluation/java656/ClaudeSonnet5_Results/combined_results_Data_With_Comments_Description.json,direct,false,
java656,claude_sonnet_5,Claude Sonnet 5,without_comments,656,0.7774390243902439,1.0,0.774390243902439,0.6191565835303287,0.6344995200634003,0.8597560975609756,0.7713414634146342,0.7027439024390244,0.06859756097560976,evaluation/java656/ClaudeSonnet5_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
java656,claude_sonnet_5,Claude Sonnet 5,renaming,656,0.7999999999999999,1.0,0.801829268292683,0.5734023911787606,0.5957913398742676,0.7362804878048781,0.7271341463414634,0.6326219512195121,0.09451219512195122,evaluation/java656/ClaudeSonnet5_Results/combined_results_Variable_Renaming_Description.json,direct,false,
java656,claude_sonnet_5,Claude Sonnet 5,dead_code,656,0.7617378048780487,1.0,0.7439024390243902,0.5992309017697486,0.6173616051673889,0.801829268292683,0.7469512195121951,0.6463414634146342,0.10060975609756098,evaluation/java656/ClaudeSonnet5_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
java656,claude_sonnet_5,Claude Sonnet 5,encryption,656,0.7410060975609757,1.0,0.7454268292682927,0.5230496269991485,0.537631630897522,0.600609756097561,0.6875,0.5167682926829268,0.17073170731707318,evaluation/java656/ClaudeSonnet5_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
java656,glm5,GLM-5,with_comments,656,0.7678353658536586,1.0,0.7804878048780488,0.6457749009586689,0.6661357581615448,0.8917682926829268,0.7942073170731707,0.7332317073170732,0.06097560975609756,evaluation/java656/GLM5_Results/combined_results_Data_With_Comments_Description.json,direct,false,
java656,glm5,GLM-5,without_comments,655,0.7714503816793893,1.0,0.7801526717557252,0.6452073360217436,0.6659885048866272,0.8961832061068702,0.7770992366412214,0.7267175572519083,0.050381679389312976,evaluation/java656/GLM5_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
java656,glm5,GLM-5,renaming,656,0.7707317073170732,1.0,0.7789634146341463,0.6306208662870454,0.6518437564373016,0.8704268292682927,0.7835365853658537,0.7164634146341463,0.06707317073170732,evaluation/java656/GLM5_Results/combined_results_Variable_Renaming_Description.json,direct,false,
java656,glm5,GLM-5,dead_code,656,0.7818597560975611,1.0,0.7804878048780488,0.6216719390869867,0.6374431252479553,0.8475609756097561,0.7652439024390244,0.6966463414634146,0.06859756097560976,evaluation/java656/GLM5_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
java656,glm5,GLM-5,encryption,656,0.7551829268292684,1.0,0.75,0.5883916004492742,0.6118903160095215,0.7576219512195121,0.7423780487804879,0.625,0.1173780487804878,evaluation/java656/GLM5_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
java656,kimi_k25,Kimi-K2.7,with_comments,656,0.7469512195121952,1.0,0.7454268292682927,0.6356766827677082,0.6516455709934235,0.8719512195121951,0.7667682926829268,0.6920731707317073,0.07469512195121951,evaluation/java656/KimiK25_Results/combined_results_Data_With_Comments_Description.json,direct,false,
java656,kimi_k25,Kimi-K2.7,without_comments,656,0.7481707317073171,0.9,0.7637195121951219,0.6386576184276037,0.6574043929576874,0.8719512195121951,0.7667682926829268,0.7012195121951219,0.06554878048780488,evaluation/java656/KimiK25_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
java656,kimi_k25,Kimi-K2.7,renaming,656,0.7475609756097561,0.9,0.7439024390243902,0.6146060053668008,0.6301458179950714,0.823170731707317,0.7591463414634146,0.663109756097561,0.09603658536585366,evaluation/java656/KimiK25_Results/combined_results_Variable_Renaming_Description.json,direct,false,
java656,kimi_k25,Kimi-K2.7,dead_code,656,0.7306402439024391,0.9,0.7317073170731707,0.6140051380981032,0.6310374140739441,0.8307926829268293,0.7484756097560976,0.6554878048780488,0.09298780487804878,evaluation/java656/KimiK25_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
java656,kimi_k25,Kimi-K2.7,encryption,656,0.6971036585365854,0.9,0.6859756097560976,0.5835325156860962,0.6067605912685394,0.7469512195121951,0.7134146341463414,0.573170731707317,0.1402439024390244,evaluation/java656/KimiK25_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
java656,gpt5,GPT-5.4-mini,with_comments,656,0.7314024390243904,0.9,0.7484756097560976,0.6107526449713765,0.6280655860900879,0.8429878048780488,0.7469512195121951,0.6692073170731707,0.07774390243902439,evaluation/java656/GPT5_Results/combined_results_Data_With_Comments_Description.json,direct,false,
java656,gpt5,GPT-5.4-mini,without_comments,656,0.7365853658536586,0.9,0.7621951219512195,0.6087440563274956,0.6318671405315399,0.8216463414634146,0.7515243902439024,0.6676829268292683,0.08384146341463415,evaluation/java656/GPT5_Results/combined_results_Data_Without_Comments_Description.json,direct,false,
java656,gpt5,GPT-5.4-mini,renaming,656,0.734298780487805,0.9,0.7423780487804879,0.5941167609629835,0.6140885055065155,0.8033536585365854,0.75,0.6478658536585366,0.10213414634146341,evaluation/java656/GPT5_Results/combined_results_Variable_Renaming_Description.json,direct,false,
java656,gpt5,GPT-5.4-mini,dead_code,656,0.708079268292683,0.9,0.7195121951219512,0.59456625131027,0.6108541190624237,0.7759146341463414,0.7484756097560976,0.6219512195121951,0.12652439024390244,evaluation/java656/GPT5_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,
java656,gpt5,GPT-5.4-mini,encryption,656,0.622408536585366,0.75,0.6173780487804879,0.5511455812673198,0.5684547126293182,0.6798780487804879,0.7271341463414634,0.5121951219512195,0.2149390243902439,evaluation/java656/GPT5_Results/combined_results_Dataset_Encryption_Description.json,direct,false,
java656,codellama,CodeLlama,with_comments,656,0.4696837029,0.1918642577,0.5195452827,0.5263946456,0.5239693641,0.7070004124,0.6097964342,0.2457260961,0.2099899068,evaluation/java250/codellama_Results/combined_results_Data_With_Comments_Description.json,completed,true,combined_results
java656,codellama,CodeLlama,without_comments,656,0.3092851835,0,0.3076254963,0.537203163,0.522468759,0.6868004006,0.6691921908,0.1572647015,0.2490577964,evaluation/java250/codellama_Results/combined_results_Data_Without_Comments_Description.json,completed,true,combined_results
java656,codellama,CodeLlama,renaming,656,0.1953178144,0,0.1982475421,0.4742299956,0.4647234204,0.4545002651,0.75234625,0.0688033069,0.2978926584,evaluation/java250/codellama_Results/combined_results_Variable_Renaming_Description.json,completed,true,combined_results
java656,codellama,CodeLlama,dead_code,656,0.2102832265,0,0.2050836642,0.4431052737,0.4383774168,0.4141002415,0.7642254013,0.0688033069,0.3027761446,evaluation/java250/codellama_Results/combined_results_Dataset_DeadCode_Description.json,completed,true,combined_results
java656,codellama,CodeLlama,encryption,656,0.1485029355,0,0.1845752978,0.3756809313,0.3273911716,0.2525001473,0.7998628553,0.01965808769,0.3255657469,evaluation/java250/codellama_Results/combined_results_Dataset_Encryption_Description.json,completed,true,combined_results
java656,starchat,StarChat,with_comments,656,0.3393439172,,,0.6676170124,,,,,,results/llm_performance_by_transformation_complexity.csv,completed,true,paper_csv_fallback
java656,starchat,StarChat,without_comments,656,0.2562027388,,,0.6676170124,,,,,,results/llm_performance_by_transformation_complexity.csv,completed,true,paper_csv_fallback
java656,starchat,StarChat,renaming,656,0.2619330846,,,0.6676170124,,,,,,results/llm_performance_by_transformation_complexity.csv,completed,true,paper_csv_fallback
java656,starchat,StarChat,dead_code,656,0.2653866413,,,0.6676170124,,,,,,results/llm_performance_by_transformation_complexity.csv,completed,true,paper_csv_fallback
java656,starchat,StarChat,encryption,656,0.1299304753,,,0.6676170124,,,,,,results/llm_performance_by_transformation_complexity.csv,completed,true,paper_csv_fallback
java656,starcoder,StarCoder,with_comments,656,0.02711681509,,,0.2075796601,,,,,,results/llm_performance_by_transformation_complexity.csv,completed,true,paper_csv_fallback
java656,starcoder,StarCoder,without_comments,656,0.03786121352,,,0.2075796601,,,,,,results/llm_performance_by_transformation_complexity.csv,completed,true,paper_csv_fallback
java656,starcoder,StarCoder,renaming,656,0.1727545777,,,0.2075796601,,,,,,results/llm_performance_by_transformation_complexity.csv,completed,true,paper_csv_fallback
java656,starcoder,StarCoder,dead_code,656,0.1421330421,,,0.2075796601,,,,,,results/llm_performance_by_transformation_complexity.csv,completed,true,paper_csv_fallback
java656,starcoder,StarCoder,encryption,656,0.0893319984,,,0.2075796601,,,,,,results/llm_performance_by_transformation_complexity.csv,completed,true,paper_csv_fallback
java656,qwen3vl,Qwen3-VL-8B-Instruct,with_comments,656,0.6531059333,0.6235588376,0.5400536491,0.6978559707,0.7110180858,1,0.5543603948,0.4029907975,0.1611550447,evaluation/java250/Qwen3VL_Results/combined_results_Data_With_Comments_Description.json,completed,true,combined_results
java656,qwen3vl,Qwen3-VL-8B-Instruct,without_comments,656,0.4543345623,0.2877963866,0.3554783513,0.6280642683,0.6181131992,0.7777004536,0.6850310592,0.2555551399,0.239290824,evaluation/java250/Qwen3VL_Results/combined_results_Data_Without_Comments_Description.json,completed,true,combined_results
java656,qwen3vl,Qwen3-VL-8B-Instruct,renaming,656,0.1508053066,0,0.08886958782,0.4711408682,0.4376724495,0.4242002474,0.7959031382,0.02948713153,0.3223100894,evaluation/java250/Qwen3VL_Results/combined_results_Variable_Renaming_Description.json,completed,true,combined_results
java656,qwen3vl,Qwen3-VL-8B-Instruct,dead_code,656,0.1166534687,0,0.05468897712,0.4816611619,0.46060511,0.3232001885,0.863218329,0.03931617537,0.3483553492,evaluation/java250/Qwen3VL_Results/combined_results_Dataset_DeadCode_Description.json,completed,true,combined_results
java656,qwen3vl,Qwen3-VL-8B-Instruct,encryption,656,0.0794318027,0,0.04101673284,0.4135478948,0.3759365759,0.2525001473,0.8988557829,0.03931617537,0.3630058078,evaluation/java250/Qwen3VL_Results/combined_results_Dataset_Encryption_Description.json,completed,true,combined_results
java656,llamavl,Llama-3.2-11B-Vision-Instruct,with_comments,656,0.03338438084,0,0.01367224428,0.3169025631,0.2460070647,0.2121001237,0.9067752171,0.009829043843,0.3711449515,evaluation/java250/LlamaVL_Results/combined_results_Data_With_Comments_Description.json,completed,true,combined_results
java656,llamavl,Llama-3.2-11B-Vision-Instruct,without_comments,656,0.001918642577,0,0,0.2200087598,0.2005770699,0.03030001767,0.978050125,0,0.4020736974,evaluation/java250/LlamaVL_Results/combined_results_Data_Without_Comments_Description.json,completed,true,combined_results
java656,llamavl,Llama-3.2-11B-Vision-Instruct,renaming,656,0.005755927732,0,0.00683612214,0.1887766149,0.1676013101,0.02020001178,0.978050125,0,0.4020736974,evaluation/java250/LlamaVL_Results/combined_results_Variable_Renaming_Description.json,completed,true,combined_results
java656,llamavl,Llama-3.2-11B-Vision-Instruct,dead_code,656,0.001918642577,0,0,0.1714902705,0.1361069544,0.01010000589,0.9859695593,0,0.4053293549,evaluation/java250/LlamaVL_Results/combined_results_Dataset_DeadCode_Description.json,completed,true,combined_results
java656,llamavl,Llama-3.2-11B-Vision-Instruct,encryption,656,0,0,0,0.1677844615,0.1557616961,0,0.9899292764,0,0.4069571836,evaluation/java250/LlamaVL_Results/combined_results_Dataset_Encryption_Description.json,completed,true,combined_results
java906,claude_sonnet_5,Claude Sonnet 5,dead_code,906,0.7154525386,0.9310154525,0.7008830022,0.5700333275,0.5847102252,0.7185430464,0.706401766,0.5629139073,0.1434878587,evaluation/java250/ClaudeSonnet5_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,pool
java906,claude_sonnet_5,Claude Sonnet 5,encryption,906,0.6843267108,0.8896247241,0.6898454746,0.4970933611,0.5089652753,0.5342163355,0.6633554084,0.4437086093,0.2196467991,evaluation/java250/ClaudeSonnet5_Results/combined_results_Dataset_Encryption_Description.json,direct,false,pool
java906,claude_sonnet_5,Claude Sonnet 5,renaming,906,0.744812362,0.917218543,0.7450331126,0.5530392047,0.5701097724,0.6721854305,0.6887417219,0.5529801325,0.1357615894,evaluation/java250/ClaudeSonnet5_Results/combined_results_Variable_Renaming_Description.json,direct,false,pool
java906,claude_sonnet_5,Claude Sonnet 5,with_comments,906,0.7377483444,0.944812362,0.7328918322,0.6002463876,0.616769967,0.8002207506,0.7119205298,0.6225165563,0.08940397351,evaluation/java250/ClaudeSonnet5_Results/combined_results_Data_With_Comments_Description.json,direct,false,pool
java906,claude_sonnet_5,Claude Sonnet 5,without_comments,906,0.743598234,0.944812362,0.7483443709,0.5995895392,0.6156909816,0.7913907285,0.7185430464,0.6291390728,0.08940397351,evaluation/java250/ClaudeSonnet5_Results/combined_results_Data_Without_Comments_Description.json,direct,false,pool
java906,codellama,CodeLlama,dead_code,906,0.1825008792,0,0.1816058319,0.4022978026,0.3980053544,0.3450880336,0.76637071,0.05754411625,0.4245266566,evaluation/java250/codellama_Results/combined_results_Dataset_DeadCode_Description.json,pooled,true,combined_results
java906,codellama,CodeLlama,encryption,906,0.1288829202,0,0.1634452487,0.341082858,0.29724031,0.2104195327,0.8021082043,0.01644117608,0.4564802759,evaluation/java250/codellama_Results/combined_results_Dataset_Encryption_Description.json,pooled,true,combined_results
java906,codellama,CodeLlama,renaming,906,0.169512678,0,0.1755523042,0.4305561149,0.4219250412,0.3787551588,0.7544582119,0.05754411625,0.4176794524,evaluation/java250/codellama_Results/combined_results_Variable_Renaming_Description.json,pooled,true,combined_results
java906,codellama,CodeLlama,with_comments,906,0.407629701,0.1665154007,0.4600681076,0.4779166979,0.475714771,0.5891746915,0.6115082349,0.2055147009,0.294429778,evaluation/java250/codellama_Results/combined_results_Data_With_Comments_Description.json,pooled,true,combined_results
java906,codellama,CodeLlama,without_comments,906,0.268422826,0,0.2724087479,0.4877298124,0.4743523631,0.5723411289,0.6710707253,0.1315294086,0.3492074111,evaluation/java250/codellama_Results/combined_results_Data_Without_Comments_Description.json,pooled,true,combined_results
java906,deepseek_r1,DeepSeek-R1,dead_code,906,0.7015452539,0.872406181,0.6920529801,0.5912007354,0.6063336469,0.7671081678,0.7041942605,0.5816777042,0.1225165563,evaluation/java250/deepseek-r1_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,pool
java906,deepseek_r1,DeepSeek-R1,encryption,906,0.6337748344,0.817218543,0.6225165563,0.5413174437,0.5507338793,0.6236203091,0.674392936,0.4602649007,0.2141280353,evaluation/java250/deepseek-r1_Results/combined_results_Dataset_Encryption_Description.json,direct,false,pool
java906,deepseek_r1,DeepSeek-R1,renaming,906,0.7086092715,0.872406181,0.7119205298,0.5732286888,0.5857921493,0.7152317881,0.674392936,0.5507726269,0.1236203091,evaluation/java250/deepseek-r1_Results/combined_results_Variable_Renaming_Description.json,direct,false,pool
java906,deepseek_r1,DeepSeek-R1,with_comments,906,0.7178807947,0.917218543,0.7119205298,0.6058313173,0.6260639286,0.7880794702,0.7119205298,0.6059602649,0.1059602649,evaluation/java250/deepseek-r1_Results/combined_results_Data_With_Comments_Description.json,direct,false,pool
java906,deepseek_r1,DeepSeek-R1,without_comments,906,0.7201986755,0.944812362,0.7196467991,0.6028738647,0.6197120341,0.8046357616,0.7185430464,0.6214128035,0.09713024283,evaluation/java250/deepseek-r1_Results/combined_results_Data_Without_Comments_Description.json,direct,false,pool
java906,deepseek_v31,DeepSeek-V3.1,dead_code,906,0.7015452539,0.944812362,0.6953642384,0.6011989022,0.6166810324,0.7792494481,0.7086092715,0.591611479,0.1169977925,evaluation/java250/deepseek-v3.1_Results/combined_results_Dataset_DeadCode_Description.json,direct,false,pool
java906,deepseek_v31,DeepSeek-V3.1,encryption,906,0.6232891832,0.7620309051,0.6081677704,0.5587956663,0.5739217022,0.6644591611,0.6964679912,0.4845474614,0.2119205298,evaluation/java250/deepseek-v3.1_Results/combined_results_Dataset_Encryption_Description.json,direct,false,pool
java906,deepseek_v31,DeepSeek-V3.1,renaming,906,0.7016556291,0.9034216336,0.6964679912,0.6136442512,0.6239563842,0.8145695364,0.7075055188,0.6092715232,0.09823399558,evaluation/java250/deepseek-v3.1_Results/combined_results_Variable_Renaming_Description.json,direct,false,pool
java906,deepseek_v31,DeepSeek-V3.1,with_comments,906,0.7401766004,0.944812362,0.7461368653,0.6291841836,0.6477763492,0.8399558499,0.7141280353,0.6501103753,0.06401766004,evaluation/java250/deepseek-v3.1_Results/combined_results_Data_With_Comments_Description.json,direct,false,pool
java906,deepseek_v31,DeepSeek-V3.1,without_comments,906,0.7155629139,0.872406181,0.7240618102,0.6323646471,0.6474636284,0.8454746137,0.7218543046,0.6456953642,0.0761589404,evaluation/java250/deepseek-v3.1_Results/combined_results_Data_Without_Comments_Description.json,direct,false,pool
