dataset,model_key,model,problem_id,s_enc,s_dead,s_lex,source,is_completed
java656,starchat,StarChat,p02880,0.355911,0.944719,0.776857,completed,true
java656,starcoder,StarCoder,p03239,0.118637,0.142599,0.140090,completed,true
java656,starcoder,StarCoder,p02898,0.281763,0.124774,0.509414,completed,true
java656,starcoder,StarCoder,p02640,0.118637,0.463447,0.292914,completed,true
java656,starcoder,StarCoder,p02682,0.593184,0.249548,0.687710,completed,true
java656,starcoder,StarCoder,p03012,0.163126,0.285198,0.152824,completed,true
java656,starcoder,StarCoder,p03775,0.103807,0.267373,0.203765,completed,true
java656,starcoder,StarCoder,p03371,0.192785,0.320848,0.241972,completed,true
java656,starcoder,StarCoder,p02899,0.266933,0.213899,0.076412,completed,true
java656,starcoder,StarCoder,p02641,0.014830,0.213899,0.140090,completed,true
java656,starcoder,StarCoder,p03013,0.207614,0.035650,0.165559,completed,true
java656,starcoder,StarCoder,p02681,0.281763,0.516922,0.738651,completed,true
java656,starcoder,StarCoder,p02694,0.044489,0.053475,0.127353,completed,true
java656,starcoder,StarCoder,p03011,0.133466,0.089124,0.203765,completed,true
java656,starcoder,StarCoder,p03370,0.133466,0.196074,0.165559,completed,true
java656,starcoder,StarCoder,p02657,0.088978,0.213899,0.101883,completed,true
java656,starcoder,StarCoder,p04030,0.296592,0.285198,0.203765,completed,true
java656,starcoder,StarCoder,p03416,0.489377,0.285198,0.140090,completed,true
java656,starcoder,StarCoder,p02723,0.074148,0.303023,0.254708,completed,true
java656,starcoder,StarCoder,p02911,0.415229,0.285198,0.547620,completed,true
java656,starcoder,StarCoder,p02910,0.074148,0.409972,0.433002,completed,true
java656,starcoder,StarCoder,p03161,0.266933,0.089124,0.280178,completed,true
java656,starcoder,StarCoder,p03001,0.192785,0.267373,0.089147,completed,true
java656,starcoder,StarCoder,p03000,0.029659,0.017825,0.318384,completed,true
java656,starcoder,StarCoder,p02848,0.044489,0.160424,0.152824,completed,true
java656,starcoder,StarCoder,p02256,0.207614,0.071300,0.178296,completed,true
java656,starcoder,StarCoder,p02860,0.296592,0.320848,0.076412,completed,true
java656,starcoder,StarCoder,p02257,0.207614,0.196074,0.509414,completed,true
java656,starcoder,StarCoder,p03835,0.222444,0.124774,0.165559,completed,true
java656,starcoder,StarCoder,p03160,0.163126,0.249548,0.025471,completed,true
java656,starcoder,StarCoder,p03360,0.400399,0.356498,0.127353,completed,true
java656,starcoder,StarCoder,p02268,0.177955,0.231723,0.662239,completed,true
java656,starcoder,StarCoder,p02718,0.074148,0.053475,0.152824,completed,true
java656,starcoder,StarCoder,p02730,0.207614,0.160424,0.165559,completed,true
java656,starcoder,StarCoder,p02724,0.207614,0.035650,0.165559,completed,true
java656,starcoder,StarCoder,p02917,0.133466,0.124774,0.191031,completed,true
java656,starcoder,StarCoder,p02693,0.088978,0.249548,0.241972,completed,true
java656,starcoder,StarCoder,p02687,0.252103,0.106949,0.241972,completed,true
java656,starcoder,StarCoder,p02725,0.296592,0.178249,0.152824,completed,true
java656,starcoder,StarCoder,p02916,0.252103,0.178249,0.369326,completed,true
java656,starcoder,StarCoder,p02731,0.341081,0.053475,0.216502,completed,true
java656,starcoder,StarCoder,p02719,0.148296,0.124774,0.076412,completed,true
java656,starcoder,StarCoder,p03448,0.103807,0.463447,0.050941,completed,true
java656,starcoder,StarCoder,p03474,0.163126,0.035650,0.050941,completed,true
java656,starcoder,StarCoder,p02971,0.311422,0.124774,0.178296,completed,true
java656,starcoder,StarCoder,p02622,0.222444,0.285198,0.471208,completed,true
java656,starcoder,StarCoder,p02959,0.059318,0.392147,0.254708,completed,true
java656,starcoder,StarCoder,p02420,0.281763,0.142599,0.191031,completed,true
java656,starcoder,StarCoder,p02391,0.281763,0.231723,0.152824,completed,true
java656,starcoder,StarCoder,p02408,0.074148,0.249548,0.140090,completed,true
java656,starcoder,StarCoder,p02390,0.222444,0.285198,0.140090,completed,true
java656,starcoder,StarCoder,p02255,0.177955,0.320848,0.178296,completed,true
java656,starcoder,StarCoder,p04044,0.237274,0.071300,0.216502,completed,true
java656,starcoder,StarCoder,p02409,0.266933,0.160424,0.101883,completed,true
java656,starcoder,StarCoder,p03059,0.266933,0.160424,0.165559,completed,true
java656,starcoder,StarCoder,p02970,0.000000,0.320848,0.241972,completed,true
java656,starcoder,StarCoder,p03071,0.237274,0.035650,0.165559,completed,true
java656,starcoder,StarCoder,p02421,0.237274,0.142599,0.012735,completed,true
java656,starcoder,StarCoder,p02958,0.266933,0.071300,0.076412,completed,true
java656,starcoder,StarCoder,p03107,0.237274,0.249548,0.114618,completed,true
java656,starcoder,StarCoder,p02582,0.133466,0.142599,0.152824,completed,true
java656,starcoder,StarCoder,p02755,0.044489,0.071300,0.076412,completed,true
java656,starcoder,StarCoder,p02621,0.266933,0.303023,0.191031,completed,true
java656,starcoder,StarCoder,p02812,0.029659,0.285198,0.254708,completed,true
java656,starcoder,StarCoder,p03449,0.088978,0.106949,0.178296,completed,true
java656,starcoder,StarCoder,p02392,0.400399,0.926894,0.331120,completed,true
java656,starcoder,StarCoder,p03073,0.252103,0.213899,0.089147,completed,true
java656,starcoder,StarCoder,p03072,0.222444,0.071300,0.140090,completed,true
java656,starcoder,StarCoder,p02393,0.311422,0.249548,0.191031,completed,true
java656,starcoder,StarCoder,p02754,0.044489,0.196074,0.241972,completed,true
java656,starcoder,StarCoder,p02783,0.163126,0.178249,0.254708,completed,true
java656,starcoder,StarCoder,p02595,0.222444,0.000000,0.038206,completed,true
java656,starcoder,StarCoder,p03106,0.341081,0.071300,0.229237,completed,true
java656,starcoder,StarCoder,p03102,0.014830,0.035650,0.152824,completed,true
java656,starcoder,StarCoder,p02778,0.341081,1.000000,0.280178,completed,true
java656,starcoder,StarCoder,p02988,0.400399,0.178249,0.191031,completed,true
java656,starcoder,StarCoder,p03076,0.059318,0.213899,0.254708,completed,true
java656,starcoder,StarCoder,p02552,0.252103,0.017825,0.000000,completed,true
java656,starcoder,StarCoder,p02396,0.192785,0.766470,0.229237,completed,true
java656,starcoder,StarCoder,p02397,0.266933,0.035650,0.216502,completed,true
java656,starcoder,StarCoder,p04043,0.266933,0.249548,0.076412,completed,true
java656,starcoder,StarCoder,p02802,0.207614,0.231723,0.191031,completed,true
java656,starcoder,StarCoder,p03261,0.296592,0.249548,0.241972,completed,true
java656,starcoder,StarCoder,p02786,0.266933,0.196074,0.203765,completed,true
java656,starcoder,StarCoder,p02553,0.133466,0.035650,0.152824,completed,true
java656,starcoder,StarCoder,p02779,0.163126,0.267373,0.305649,completed,true
java656,starcoder,StarCoder,p02989,0.133466,0.000000,0.063677,completed,true
java656,starcoder,StarCoder,p03315,0.281763,0.213899,0.191031,completed,true
java656,starcoder,StarCoder,p02547,0.103807,0.178249,0.191031,completed,true
java656,starcoder,StarCoder,p03854,0.118637,0.160424,0.076412,completed,true
java656,starcoder,StarCoder,p03471,0.059318,0.089124,0.101883,completed,true
java656,starcoder,StarCoder,p02784,0.281763,0.160424,0.203765,completed,true
java656,starcoder,StarCoder,p02790,0.463425,0.089124,0.089147,completed,true
java656,starcoder,StarCoder,p02753,0.148296,0.160424,0.585826,completed,true
java656,starcoder,StarCoder,p02627,0.652503,0.267373,0.967888,completed,true
java656,starcoder,StarCoder,p02419,0.118637,0.106949,0.076412,completed,true
java656,starcoder,StarCoder,p02394,0.133466,0.071300,0.165559,completed,true
java656,starcoder,StarCoder,p02381,0.207614,0.178249,0.191031,completed,true
java656,starcoder,StarCoder,p03075,0.133466,0.124774,0.191031,completed,true
java656,starcoder,StarCoder,p03060,0.148296,0.035650,0.241972,completed,true
java656,starcoder,StarCoder,p02801,0.207614,0.142599,0.445738,completed,true
java656,starcoder,StarCoder,p02418,0.000000,0.303023,0.229237,completed,true
java656,starcoder,StarCoder,p02829,0.177955,0.267373,0.152824,completed,true
java656,starcoder,StarCoder,p03289,0.370740,0.106949,0.203765,completed,true
java656,starcoder,StarCoder,p02785,0.252103,0.267373,0.101883,completed,true
java656,starcoder,StarCoder,p03680,0.088978,0.160424,0.331120,completed,true
java656,starcoder,StarCoder,p02791,0.281763,0.000000,0.165559,completed,true
java656,starcoder,StarCoder,p03470,0.252103,0.142599,0.114618,completed,true
java656,starcoder,StarCoder,p02578,0.059318,0.106949,0.229237,completed,true
java656,starcoder,StarCoder,p03469,0.029659,0.053475,0.191031,completed,true
java656,starcoder,StarCoder,p03455,0.326251,0.106949,0.267443,completed,true
java656,starcoder,StarCoder,p02993,0.266933,0.463447,0.445738,completed,true
java656,starcoder,StarCoder,p02777,0.385570,0.285198,0.280178,completed,true
java656,starcoder,StarCoder,p02987,0.326251,0.178249,0.127353,completed,true
java656,starcoder,StarCoder,p03316,0.311422,0.071300,0.140090,completed,true
java656,starcoder,StarCoder,p02818,0.296592,0.196074,0.267443,completed,true
java656,starcoder,StarCoder,p02415,0.088978,0.303023,0.140090,completed,true
java656,starcoder,StarCoder,p02401,0.163126,0.249548,0.165559,completed,true
java656,starcoder,StarCoder,p02830,0.296592,0.160424,0.191031,completed,true
java656,starcoder,StarCoder,p03086,0.222444,0.142599,0.165559,completed,true
java656,starcoder,StarCoder,p02398,0.192785,0.249548,0.025471,completed,true
java656,starcoder,StarCoder,p03087,0.237274,0.089124,0.101883,completed,true
java656,starcoder,StarCoder,p02414,0.370740,0.142599,0.089147,completed,true
java656,starcoder,StarCoder,p02399,0.326251,0.231723,0.127353,completed,true
java656,starcoder,StarCoder,p02400,0.266933,0.267373,0.127353,completed,true
java656,starcoder,StarCoder,p02831,0.266933,0.071300,0.076412,completed,true
java656,starcoder,StarCoder,p02819,0.355911,0.160424,0.191031,completed,true
java656,starcoder,StarCoder,p00001,0.133466,0.213899,0.152824,completed,true
java656,starcoder,StarCoder,p03285,0.266933,0.160424,0.152824,completed,true
java656,starcoder,StarCoder,p02951,0.088978,0.142599,0.089147,completed,true
java656,starcoder,StarCoder,p02945,0.222444,0.285198,0.165559,completed,true
java656,starcoder,StarCoder,p03695,0.133466,0.053475,0.140090,completed,true
java656,starcoder,StarCoder,p02576,0.237274,0.196074,0.076412,completed,true
java656,starcoder,StarCoder,p03324,0.192785,0.249548,0.216502,completed,true
java656,starcoder,StarCoder,p03456,0.192785,0.213899,0.152824,completed,true
java656,starcoder,StarCoder,p02947,0.222444,0.035650,0.178296,completed,true
java656,starcoder,StarCoder,p02953,0.400399,0.231723,0.216502,completed,true
java656,starcoder,StarCoder,p02628,0.252103,0.196074,0.076412,completed,true
java656,starcoder,StarCoder,p03126,0.237274,0.213899,0.140090,completed,true
java656,starcoder,StarCoder,p00003,0.133466,0.160424,0.101883,completed,true
java656,starcoder,StarCoder,p03293,0.059318,0.124774,0.114618,completed,true
java656,starcoder,StarCoder,p02416,0.237274,0.213899,0.140090,completed,true
java656,starcoder,StarCoder,p02402,0.148296,0.142599,0.050941,completed,true
java656,starcoder,StarCoder,p03720,0.296592,0.213899,0.445738,completed,true
java656,starcoder,StarCoder,p02403,0.177955,0.000000,0.089147,completed,true
java656,starcoder,StarCoder,p02417,0.029659,0.000000,0.191031,completed,true
java656,starcoder,StarCoder,p02629,0.207614,0.249548,0.089147,completed,true
java656,starcoder,StarCoder,p02832,0.059318,0.249548,0.140090,completed,true
java656,starcoder,StarCoder,p03292,0.207614,0.071300,0.101883,completed,true
java656,starcoder,StarCoder,p00002,0.296592,0.142599,0.216502,completed,true
java656,starcoder,StarCoder,p03494,0.177955,0.213899,0.191031,completed,true
java656,starcoder,StarCoder,p02946,0.118637,0.178249,0.140090,completed,true
java656,starcoder,StarCoder,p03325,0.177955,0.106949,0.369326,completed,true
java656,starcoder,StarCoder,p03457,0.088978,0.071300,0.560357,completed,true
java656,starcoder,StarCoder,p02952,0.266933,0.303023,0.165559,completed,true
java656,starcoder,StarCoder,p02577,0.118637,0.071300,0.076412,completed,true
java656,starcoder,StarCoder,p02639,0.163126,0.089124,0.152824,completed,true
java656,starcoder,StarCoder,p02995,0.059318,0.178249,0.000000,completed,true
java656,starcoder,StarCoder,p02981,0.252103,0.142599,0.229237,completed,true
java656,starcoder,StarCoder,p02759,0.074148,0.089124,0.140090,completed,true
java656,starcoder,StarCoder,p02771,0.192785,0.178249,0.063677,completed,true
java656,starcoder,StarCoder,p00006,0.000000,0.267373,0.165559,completed,true
java656,starcoder,StarCoder,p03043,0.088978,0.196074,0.203765,completed,true
java656,starcoder,StarCoder,p03282,0.252103,0.142599,0.203765,completed,true
java656,starcoder,StarCoder,p02836,0.237274,0.053475,0.089147,completed,true
java656,starcoder,StarCoder,p02413,0.281763,0.249548,0.191031,completed,true
java656,starcoder,StarCoder,p02406,0.133466,0.124774,0.089147,completed,true
java656,starcoder,StarCoder,p03042,0.281763,0.231723,0.089147,completed,true
java656,starcoder,StarCoder,p00007,0.103807,0.124774,0.101883,completed,true
java656,starcoder,StarCoder,p02957,0.237274,0.071300,0.267443,completed,true
java656,starcoder,StarCoder,p02407,0.018537,,0.089147,completed,true
java656,starcoder,StarCoder,p02412,0.207614,0.071300,0.280178,completed,true
java656,starcoder,StarCoder,p02994,0.281763,0.196074,0.216502,completed,true
java656,starcoder,StarCoder,p03136,0.044489,0.124774,0.063677,completed,true
java656,starcoder,StarCoder,p03308,0.355911,0.178249,0.114618,completed,true
java656,starcoder,StarCoder,p02570,0.088978,0.267373,0.191031,completed,true
java656,starcoder,StarCoder,p03644,0.103807,0.142599,0.267443,completed,true
java656,starcoder,StarCoder,p03478,0.281763,0.071300,0.140090,completed,true
java656,starcoder,StarCoder,p02766,0.222444,0.231723,0.152824,completed,true
java656,starcoder,StarCoder,p03493,0.118637,0.142599,0.063677,completed,true
java656,starcoder,StarCoder,p02982,0.222444,0.053475,0.229237,completed,true
java656,starcoder,StarCoder,p03242,0.667332,0.053475,0.267443,completed,true
java656,starcoder,StarCoder,p02772,0.415229,0.017825,0.101883,completed,true
java656,starcoder,StarCoder,p02612,0.118637,0.035650,0.229237,completed,true
java656,starcoder,StarCoder,p00005,0.177955,0.178249,0.292914,completed,true
java656,starcoder,StarCoder,p03281,0.103807,0.106949,0.674975,completed,true
java656,starcoder,StarCoder,p00011,0.163126,0.142599,0.254708,completed,true
java656,starcoder,StarCoder,p02835,0.252103,0.035650,0.114618,completed,true
java656,starcoder,StarCoder,p02410,0.444888,0.606046,0.229237,completed,true
java656,starcoder,StarCoder,p02389,0.000000,0.213899,0.229237,completed,true
java656,starcoder,StarCoder,p02404,0.000000,0.267373,0.165559,completed,true
java656,starcoder,StarCoder,p02411,0.103807,0.231723,0.700445,completed,true
java656,starcoder,StarCoder,p02388,0.281763,0.748645,0.101883,completed,true
java656,starcoder,StarCoder,p03041,0.281763,0.213899,0.203765,completed,true
java656,starcoder,StarCoder,p02405,0.326251,0.249548,0.229237,completed,true
java656,starcoder,StarCoder,p02613,0.163126,0.071300,0.267443,completed,true
java656,starcoder,StarCoder,p03243,0.133466,0.285198,0.127353,completed,true
java656,starcoder,StarCoder,p02767,0.148296,0.142599,0.229237,completed,true
java656,starcoder,StarCoder,p02571,0.311422,0.196074,0.114618,completed,true
java656,starcoder,StarCoder,p02983,0.163126,0.213899,0.127353,completed,true
java656,starcoder,StarCoder,p02773,0.415229,0.142599,0.483945,completed,true
java656,starcoder,StarCoder,p03109,0.237274,0.508009,0.662239,completed,true
java656,starcoder,StarCoder,p02258,0.207614,0.142599,0.216502,completed,true
java656,starcoder,StarCoder,p02264,0.177955,0.142599,0.089147,completed,true
java656,starcoder,StarCoder,p02700,0.177955,0.178249,0.152824,completed,true
java656,starcoder,StarCoder,p03146,0.355911,0.124774,0.229237,completed,true
java656,starcoder,StarCoder,p04012,0.177955,0.338673,0.229237,completed,true
java656,starcoder,StarCoder,p03998,0.207614,0.213899,0.254708,completed,true
java656,starcoder,StarCoder,p02847,0.000000,0.303023,0.267443,completed,true
java656,starcoder,StarCoder,p03378,0.133466,0.249548,0.267443,completed,true
java656,starcoder,StarCoder,p02675,0.237274,0.000000,0.114618,completed,true
java656,starcoder,StarCoder,p02729,0.148296,0.142599,0.127353,completed,true
java656,starcoder,StarCoder,p03147,0.148296,0.196074,0.025471,completed,true
java656,starcoder,StarCoder,p02259,0.860117,0.267373,0.280178,completed,true
java656,starcoder,StarCoder,p02717,0.311422,0.196074,0.152824,completed,true
java656,starcoder,StarCoder,p02701,0.192785,0.196074,0.165559,completed,true
java656,starcoder,StarCoder,p02677,0.207614,0.178249,0.101883,completed,true
java656,starcoder,StarCoder,p03435,0.237274,0.160424,0.191031,completed,true
java656,starcoder,StarCoder,p02688,0.088978,0.338673,0.178296,completed,true
java656,starcoder,StarCoder,p02886,0.148296,0.071300,0.127353,completed,true
java656,starcoder,StarCoder,p02879,0.029659,0.142599,0.178296,completed,true
java656,starcoder,StarCoder,p02887,0.074148,0.285198,0.076412,completed,true
java656,starcoder,StarCoder,p03352,0.059318,0.124774,0.127353,completed,true
java656,starcoder,StarCoder,p03632,0.103807,0.106949,0.114618,completed,true
java656,starcoder,StarCoder,p02676,0.237274,0.213899,0.127353,completed,true
java656,starcoder,StarCoder,p03434,0.074148,0.053475,0.191031,completed,true
java656,starcoder,StarCoder,p02706,0.148296,0.285198,0.382061,completed,true
java656,starcoder,StarCoder,p02712,0.059318,0.231723,0.114618,completed,true
java656,starcoder,StarCoder,p02935,0.296592,0.160424,0.203765,completed,true
java656,starcoder,StarCoder,p02921,0.326251,0.320848,0.305649,completed,true
java656,starcoder,StarCoder,p02699,0.118637,0.124774,0.101883,completed,true
java656,starcoder,StarCoder,p02909,0.222444,0.178249,0.254708,completed,true
java656,starcoder,StarCoder,p03035,0.281763,0.356498,0.203765,completed,true
java656,starcoder,StarCoder,p03545,0.237274,0.178249,0.063677,completed,true
java656,starcoder,StarCoder,p02934,0.163126,0.178249,0.101883,completed,true
java656,starcoder,StarCoder,p02897,0.074148,0.035650,0.000000,completed,true
java656,starcoder,StarCoder,p02713,0.074148,0.160424,0.063677,completed,true
java656,starcoder,StarCoder,p03814,0.207614,0.231723,0.152824,completed,true
java656,starcoder,StarCoder,p02707,0.281763,0.071300,0.318384,completed,true
java656,starcoder,StarCoder,p02705,0.059318,0.142599,0.000000,completed,true
java656,starcoder,StarCoder,p02263,0.059318,0.000000,0.101883,completed,true
java656,starcoder,StarCoder,p02711,0.059318,0.071300,0.140090,completed,true
java656,starcoder,StarCoder,p02659,0.192785,0.089124,0.203765,completed,true
java656,starcoder,StarCoder,p02922,0.237274,0.160424,0.254708,completed,true
java656,starcoder,StarCoder,p02880,0.074148,0.267373,0.076412,completed,true
java656,starcoder,StarCoder,p03037,0.133466,0.267373,0.280178,completed,true
java656,starcoder,StarCoder,p02881,0.296592,0.196074,0.267443,completed,true
java656,starcoder,StarCoder,p02658,0.074148,0.160424,0.178296,completed,true
java656,starcoder,StarCoder,p03220,0.207614,0.000000,0.229237,completed,true
java656,starcoder,StarCoder,p02260,0.222444,0.178249,0.191031,completed,true
java656,starcoder,StarCoder,p02923,0.266933,0.124774,0.165559,completed,true
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0001,0.9,0.875,0.925,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0003,0.78,0.875,0.858333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0004,0.89,0.95,0.904167,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0005,0.43,0.8375,0.691667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0006,0.82,0.875,0.841667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0007,0.21,0.9,0.9125,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0009,0.9,0.925,0.933333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0011,0.9,0.9125,0.891667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0015,0.13,0.875,0.883333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0016,0.29,0.9,0.9,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0018,0.8,0.8625,0.75,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0019,0.9,0.9,0.933333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0020,0.88,0.9,0.916667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0021,0.88,0.825,0.883333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0022,0.9,0.90625,0.925,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0023,0.74,0.9,0.916667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0024,0.81,0.875,0.9,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0025,0.34,0.6,0.575,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0026,0.75,0.7125,0.65,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0027,0.04,0.875,0.891667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0028,0.84,0.9,0.891667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0029,0.9,0.9,0.925,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0030,0.9,0.925,0.933333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0031,0.85,0.85,0.754167,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0032,0.91,0.9,0.908333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0033,0.85,0.875,0.891667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0034,0.88,0.90625,0.916667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0036,0.88,0.875,0.9,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0038,0.84,0.9,0.883333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0039,0.86,0.9125,0.908333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0040,0.9,0.875,0.9,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0042,0.9,0.875,0.879167,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0043,0.46,0.9,0.9,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0044,0.65,0.875,0.933333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0045,0.775,0.875,0.854167,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0047,0.75,0.85,0.866667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0048,0.55,0.6125,0.516667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0049,0.825,0.875,0.841667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0053,0.63,0.9,0.916667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0054,0.9,0.9,0.908333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0056,0.23,0.875,0.916667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0057,0.9,0.9,0.908333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0060,0.85,0.9375,0.85,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0061,0.32,0.9,0.916667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0063,0.88,0.8875,0.883333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0066,0.78,0.775,0.783333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0067,0.83,0.9,0.858333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0068,0.9,0.9,0.933333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0069,0.72,0.9,0.925,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0070,0.65,0.81875,0.8,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0071,0.89,0.875,0.9,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0074,0.73,0.6375,0.75,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0076,0.9,0.875,0.908333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0078,0.73,0.875,0.875,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0079,0.54,0.875,0.858333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0081,0.77,0.725,0.625,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0083,0.28,0.85,0.891667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0084,0.84,0.925,0.925,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0088,0.86,0.9,0.883333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0090,0.86,0.9,0.904167,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0091,0.86,0.875,0.941667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0092,0.77,0.875,0.8875,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0093,0.74,0.875,0.858333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0095,0.85,0.9,0.916667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0096,0.86,0.85,0.791667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0097,0.85,0.875,0.870833,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0098,0.71,0.8125,0.658333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0100,0.91,0.9,0.916667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0101,0.81,0.85,0.883333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0102,0.62,0.8875,0.858333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0103,0.91,0.9,0.9125,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0105,0.75,0.85,0.858333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0107,0.88,0.7375,0.875,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0108,0.9,0.9,0.891667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0109,0.23,0.675,0.541667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0110,0.9,0.9,0.891667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0111,0.86,0.89375,0.85,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0113,0.91,0.9125,0.925,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0114,0.67,0.8375,0.866667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0116,0.66,0.7,0.591667,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0119,0.4,0.6625,0.5,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0120,0.82,0.725,0.845833,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0121,0.86,0.6,0.883333,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0122,0.32,0.4375,0.75,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0123,0.88,0.9,0.904167,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0125,0.68,0.65,0.65,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0126,0.84,0.9,0.85,direct,false
java906,claude_sonnet_5,Claude Sonnet 5,mbpp_0127,0.88,0.9,0.891667,direct,false
