dataset,model_key,model,variant,prompt,n_items,llm_mean,llm_median,llm_consensus_rate,st_mean,st_median,st_success_rate,agreement_rate,both_success_rate,neither_success_rate,source,is_completed,import_method,lock_source,scale_used,eval_file
java656,llama70b,Llama-70B,without_comments,oap1,656,,,,,,,,,,n/a,false,,direct,,
java656,llama70b,Llama-70B,without_comments,oap2,656,,,,,,,,,,n/a,false,,direct,,
java656,llama70b,Llama-70B,without_comments,reasoning,656,0.7993768477,1,0.8564478464,0.686519718,0.6993692185,0.8963414634,0.6881253909,0.6907246717,0.05348557692,scaled,true,paper_model_variant_ratio,direct,1.071717172,
java656,llama70b,Llama-70B,without_comments,zero_shot,656,0.7458841463,1,0.7454268293,0.6776285676,0.6972420216,0.8963414634,0.7667682927,0.7042682927,0.0625,direct,false,,direct,1,evaluation/java656/llama70B_Results/combined_results_Data_Without_Comments_Description.json
java656,mistral,Mistral,dead_code,few_shot,656,0.6757104207,0.9,0.7025717939,0.6142865189,0.634430062,0.7924654179,0.6837209384,0.5853658537,0.115936411,completed,true,paper_table_ratio,direct,0.9667743424,
java656,mistral,Mistral,dead_code,oap1,656,0.3612389839,0.9,0.6804435484,0.4559375391,0.4547115448,0.2941801974,0.6808853691,0.1801125704,0.1561363628,completed,true,paper_table_ratio,direct,0.5168435625,
java656,mistral,Mistral,dead_code,oap2,656,0.3418868954,0.9,0.7182990678,0.5300852638,0.5414627786,0.6307018119,0.6941512048,0.443902439,0.1289867055,completed,true,paper_table_ratio,direct,0.4891555145,
java656,mistral,Mistral,dead_code,reasoning,656,0.6670019809,0.9,0.6859756098,0.5753969042,0.5857611305,0.6656068525,0.6956801759,0.5321507761,0.1187429098,completed,true,paper_table_ratio,direct,0.9543147208,
java656,mistral,Mistral,dead_code,zero_shot,656,0.6989329268,0.9,0.6859756098,0.6007059876,0.6115403473,0.7820121951,0.7027439024,0.5853658537,0.1173780488,direct,false,,direct,1,evaluation/java656/mistral_Results/combined_results_Dataset_DeadCode_Description.json
java656,mistral,Mistral,encryption,few_shot,656,0.5469054245,0.7,0.5477985186,0.5742814096,0.6061327183,0.7389888705,0.6388465447,0.40436457,0.2142508129,completed,true,paper_table_ratio,direct,0.9667743424,
java656,mistral,Mistral,encryption,oap1,656,0.2923790336,0.7,0.5112786174,0.4612976153,0.4761776726,0.3914003364,0.6577147044,0.2658936425,0.2365734432,completed,true,paper_table_ratio,direct,0.5168435625,
java656,mistral,Mistral,encryption,oap2,656,0.2767158711,0.7,0.5253582873,0.4637695315,0.4691371606,0.3937617261,0.647657677,0.2354920101,0.2345867079,completed,true,paper_table_ratio,direct,0.4891555145,
java656,mistral,Mistral,encryption,reasoning,656,0.5398570014,0.7,0.5293083497,0.5342556034,0.5457290466,0.6116179482,0.6534651536,0.4088575096,0.2338863009,completed,true,paper_table_ratio,direct,0.9543147208,
java656,mistral,Mistral,encryption,zero_shot,656,0.5657012195,0.7,0.5411585366,0.5470593297,0.5602839291,0.6676829268,0.6448170732,0.4268292683,0.2179878049,direct,false,,direct,1,evaluation/java656/mistral_Results/combined_results_Dataset_Encryption_Description.json
java656,mistral,Mistral,renaming,few_shot,656,0.7016482689,0.9,0.7086525716,0.6114857566,0.6320538497,0.7784146341,0.7147901388,0.5823170732,0.1086698924,completed,true,paper_table_ratio,direct,0.9667743424,
java656,mistral,Mistral,renaming,oap1,656,0.3751055185,0.9,0.7172179153,0.5028200255,0.5114536472,0.5061006554,0.6987167386,0.347651984,0.1243478421,completed,true,paper_table_ratio,direct,0.5168435625,
java656,mistral,Mistral,renaming,oap2,656,0.35501058,0.9,0.7256097561,0.5430307301,0.5584279229,0.5864958915,0.6919466525,0.4293354692,0.116986985,completed,true,paper_table_ratio,direct,0.4891555145,
java656,mistral,Mistral,renaming,reasoning,656,0.6926055466,0.9,0.6903000194,0.5682082457,0.5890406622,0.6839616288,0.6919466525,0.5310731707,0.1184496863,completed,true,paper_table_ratio,direct,0.9543147208,
java656,mistral,Mistral,renaming,zero_shot,656,0.7257621951,0.9,0.7256097561,0.5918665889,0.6072010696,0.7484756098,0.6905487805,0.5823170732,0.1082317073,direct,false,,direct,1,evaluation/java656/mistral_Results/combined_results_Variable_Renaming_Description.json
java656,mistral,Mistral,with_comments,few_shot,656,0.7212490292,1,0.7177092426,0.5340303873,0.5802836633,0.3951410302,0.7858456134,0.3872560976,0.0784368071,completed,true,paper_table_ratio,direct,0.9667743424,
java656,mistral,Mistral,with_comments,oap1,656,,,,,,,,,,n/a,false,,direct,,
java656,mistral,Mistral,with_comments,oap2,656,,,,,,,,,,n/a,false,,direct,,
java656,mistral,Mistral,with_comments,reasoning,656,0.7119536957,0.9473684211,0.743902439,0.6361380761,0.6376064636,0.8053472977,0.7635224638,0.6758254015,0.0757381258,completed,true,paper_table_ratio,direct,0.9543147208,
java656,mistral,Mistral,with_comments,zero_shot,656,0.7460365854,1,0.743902439,0.632282959,0.6516412199,0.8506097561,0.7408536585,0.6676829268,0.07317073171,direct,false,,direct,1,evaluation/java656/mistral_Results/combined_results_Data_With_Comments_Description.json
java656,mistral,Mistral,without_comments,few_shot,656,0.7112275879,0.78,0.8017644006,0.6252037068,0.6335083418,0.7228150407,0.7268409944,0.5136022514,0.06766426083,completed,true,paper_table_ratio,direct,0.9667743424,
java656,mistral,Mistral,without_comments,oap1,656,,,,,,,,,,n/a,false,,direct,,
java656,mistral,Mistral,without_comments,oap2,656,,,,,,,,,,n/a,false,,direct,,
java656,mistral,Mistral,without_comments,reasoning,656,0.7020614089,0.63,0.8406850026,0.6362554938,0.6510133182,0.7228150407,0.7341525095,0.6548428705,0.0681309109,completed,true,paper_table_ratio,direct,0.9543147208,
java656,mistral,Mistral,without_comments,zero_shot,656,0.7356707317,0.9,0.7317073171,0.6352505862,0.6500904858,0.8673780488,0.7362804878,0.6676829268,0.06859756098,direct,false,,direct,1,evaluation/java656/mistral_Results/combined_results_Data_Without_Comments_Description.json
java656,o4mini,O4-mini,dead_code,few_shot,656,0.7348921453,0.9,0.7619686411,0.5878451459,0.5907486996,0.7001363928,0.6827090592,0.568924216,0.09102787456,scaled,true,paper_model_variant_ratio,direct,1.006869773,
java656,o4mini,O4-mini,dead_code,oap1,656,0.7372901915,0.9,0.7786236934,0.3413490559,0.3343668458,0.146802792,0.3849863116,0.1137848432,0.1341463415,scaled,true,paper_model_variant_ratio,direct,1.010155317,
java656,o4mini,O4-mini,dead_code,oap2,656,0.7170158012,0.9,0.7702961672,0.5282298294,0.551056948,0.5872111682,0.6519101543,0.4970601045,0.1054006969,scaled,true,paper_model_variant_ratio,direct,0.9823775388,
java656,o4mini,O4-mini,dead_code,reasoning,656,0.7266079858,0.9,0.7286585366,0.6172249271,0.6469560437,0.8130616175,0.7032416625,0.6168336237,0.08144599303,scaled,true,paper_model_variant_ratio,direct,0.9955197133,
java656,o4mini,O4-mini,dead_code,zero_shot,656,0.7298780488,0.9,0.7286585366,0.6215043659,0.6426812708,0.8582317073,0.7545731707,0.6707317073,0.08384146341,direct,false,,direct,1,evaluation/java656/O4-mini_Results/combined_results_Dataset_DeadCode_Description.json
java656,o4mini,O4-mini,encryption,few_shot,656,0.7374322136,0.9818181818,0.6974786772,0.5523395672,0.5324637948,0.56280744,0.6262667468,0.4283711803,0.1391906874,scaled,true,paper_model_variant_ratio,direct,1.059009484,
java656,o4mini,O4-mini,encryption,oap1,656,0.7046574486,0.9,0.6509800988,0.4073441816,0.3674841565,0.3040453986,0.6212963758,0.2543453883,0.1953159645,scaled,true,paper_model_variant_ratio,direct,1.011942396,
java656,o4mini,O4-mini,encryption,oap2,656,0.7083262656,1,0.6721158163,0.4960295328,0.4909742962,0.4463645214,0.5865037788,0.3212783852,0.1571507761,scaled,true,paper_model_variant_ratio,direct,1.017211099,
java656,o4mini,O4-mini,encryption,reasoning,656,0.7019669828,0.9,0.6509800988,0.6082574976,0.5984170121,0.737471818,0.7157334249,0.542157275,0.1414356984,scaled,true,paper_model_variant_ratio,direct,1.008078679,
java656,o4mini,O4-mini,encryption,zero_shot,656,0.6963414634,0.9,0.6890243902,0.5949501991,0.6135852337,0.7698170732,0.7057926829,0.5823170732,0.1234756098,direct,false,,direct,1,evaluation/java656/O4-mini_Results/combined_results_Dataset_Encryption_Description.json
java656,o4mini,O4-mini,renaming,few_shot,656,0.7397095148,0.9,0.7557228505,0.5891946275,0.6094858166,0.7422468099,0.7173233271,0.6036197809,0.08797336329,scaled,true,paper_model_variant_ratio,direct,0.9996898263,
java656,o4mini,O4-mini,renaming,oap1,656,0.7525620537,0.9,0.74732593,0.4817758863,0.4928804626,0.4667157971,0.5670731707,0.3679206284,0.108432285,scaled,true,paper_model_variant_ratio,direct,1.017059553,
java656,o4mini,O4-mini,renaming,oap2,656,0.7633490059,0.9,0.7725166916,0.5464510372,0.565349529,0.6185390082,0.6300813008,0.5001421042,0.08797336329,scaled,true,paper_model_variant_ratio,direct,1.031637717,
java656,o4mini,O4-mini,renaming,reasoning,656,0.7325947165,0.8678571429,0.717936708,0.6101535809,0.6292604212,0.7984776288,0.6833958724,0.5863735014,0.07978979461,scaled,true,paper_model_variant_ratio,direct,0.9900744417,
java656,o4mini,O4-mini,renaming,zero_shot,656,0.7399390244,0.9,0.7515243902,0.6253456054,0.6463390291,0.8490853659,0.756097561,0.6783536585,0.07774390244,direct,false,,direct,1,evaluation/java656/O4-mini_Results/combined_results_Variable_Renaming_Description.json
java656,o4mini,O4-mini,with_comments,few_shot,656,0.7148922511,0.9473684211,0.7382992619,0.535614016,0.5833544988,0.4036386868,0.8214188716,0.4084756098,0.0751686068,completed,true,cohort_median_scale,direct,0.9535773012,
java656,o4mini,O4-mini,with_comments,oap1,656,,,,,,,,,,n/a,false,,direct,,
java656,o4mini,O4-mini,with_comments,oap2,656,,,,,,,,,,n/a,false,,direct,,
java656,o4mini,O4-mini,with_comments,reasoning,656,0.7693266228,0.8526315789,0.7652439024,0.6380244978,0.6409806488,0.8226665944,0.7980852091,0.7128569304,0.07258237056,completed,true,cohort_median_scale,direct,1.026185979,
java656,o4mini,O4-mini,with_comments,zero_shot,656,0.749695122,0.9,0.7652439024,0.6341579486,0.6550896764,0.868902439,0.7743902439,0.7042682927,0.07012195122,direct,false,,direct,1,evaluation/java656/O4-mini_Results/combined_results_Data_With_Comments_Description.json
java656,o4mini,O4-mini,without_comments,few_shot,656,0.8111753524,0.78,0.8385119357,0.6257430837,0.6420385706,0.7253556911,0.7479088493,0.5358818011,0.06014600962,completed,true,cohort_median_scale,direct,1.081127654,
java656,o4mini,O4-mini,without_comments,oap1,656,,,,,,,,,,n/a,false,,direct,,
java656,o4mini,O4-mini,without_comments,oap2,656,,,,,,,,,,n/a,false,,direct,,
java656,o4mini,O4-mini,without_comments,reasoning,656,0.8744887323,0.63,0.8792163985,0.6368044054,0.6597792525,0.7253556911,0.7554322924,0.6832492964,0.06056080969,completed,true,cohort_median_scale,direct,1.165511191,
java656,o4mini,O4-mini,without_comments,zero_shot,656,0.750304878,0.9,0.7652439024,0.6357986308,0.6588439941,0.8704268293,0.7576219512,0.6966463415,0.06097560976,direct,false,,direct,1,evaluation/java656/O4-mini_Results/combined_results_Data_Without_Comments_Description.json
java656,qwencoder32b,Qwen2.5-Coder-32B,dead_code,few_shot,656,0.7318400865,1,0.7306746656,0.6202918028,0.639617978,0.790920651,0.685204064,0.5990853659,0.1038910696,completed,true,paper_table_ratio,direct,1.002688172,
java656,qwencoder32b,Qwen2.5-Coder-32B,dead_code,oap1,656,0.5698629688,1,0.7076612903,0.4603947985,0.4584298511,0.2936067467,0.6823623439,0.1843339587,0.139914403,completed,true,paper_table_ratio,direct,0.7807646356,
java656,qwencoder32b,Qwen2.5-Coder-32B,dead_code,oap2,656,0.557872738,1,0.7470310305,0.5352673936,0.5458904746,0.6294723736,0.6956569558,0.4543064024,0.1155854894,completed,true,paper_table_ratio,direct,0.7643369176,
java656,qwencoder32b,Qwen2.5-Coder-32B,dead_code,reasoning,656,0.7091676501,1,0.7134146341,0.581022002,0.5905510668,0.6643093733,0.6971892436,0.5446230599,0.1064059841,completed,true,paper_table_ratio,direct,0.9716248507,
java656,qwencoder32b,Qwen2.5-Coder-32B,dead_code,zero_shot,656,0.7298780488,1,0.7134146341,0.6065785078,0.6165410876,0.7804878049,0.7042682927,0.5990853659,0.1051829268,direct,false,,direct,1,evaluation/java656/qwencoder32B_Results/combined_results_Dataset_DeadCode_Description.json
java656,qwencoder32b,Qwen2.5-Coder-32B,encryption,few_shot,656,0.5805197679,0.7,0.560143274,0.5922784646,0.6306394262,0.7507991949,0.6615006775,0.4260269576,0.2142508129,completed,true,paper_table_ratio,direct,1.002688172,
java656,qwencoder32b,Qwen2.5-Coder-32B,encryption,oap1,656,0.4520341595,0.7,0.522800389,0.4757539401,0.4954301345,0.3976555929,0.6810379209,0.2801379448,0.2365734432,completed,true,paper_table_ratio,direct,0.7807646356,
java656,qwencoder32b,Qwen2.5-Coder-32B,encryption,oap2,656,0.4425231117,0.7,0.5371973473,0.4783033221,0.4881049658,0.4000547217,0.6706242613,0.2481076535,0.2345867079,completed,true,paper_table_ratio,direct,0.7643369176,
java656,qwencoder32b,Qwen2.5-Coder-32B,encryption,reasoning,656,0.5625352413,0.7,0.5412364251,0.5509983141,0.567793558,0.6213926643,0.6766376768,0.4307605905,0.2338863009,completed,true,paper_table_ratio,direct,0.9716248507,
java656,qwencoder32b,Qwen2.5-Coder-32B,encryption,zero_shot,656,0.5789634146,0.7,0.5533536585,0.5642032885,0.5829369128,0.6783536585,0.6676829268,0.449695122,0.2179878049,direct,false,,direct,1,evaluation/java656/qwencoder32B_Results/combined_results_Dataset_Encryption_Description.json
java656,qwencoder32b,Qwen2.5-Coder-32B,renaming,few_shot,656,0.7628683943,1,0.7414054215,0.6112773797,0.6245858295,0.7625609756,0.7147901388,0.5914634146,0.09948652118,completed,true,paper_table_ratio,direct,1.002688172,
java656,qwencoder32b,Qwen2.5-Coder-32B,renaming,oap1,656,0.5940238257,1,0.7503666425,0.5026486788,0.5054105764,0.4957931064,0.6987167386,0.3531124863,0.1138395738,completed,true,paper_table_ratio,direct,0.7807646356,
java656,qwencoder32b,Qwen2.5-Coder-32B,renaming,oap2,656,0.5815252371,1,0.7591463415,0.5428456807,0.5518298284,0.574550965,0.6919466525,0.4360789582,0.1071007609,completed,true,paper_table_ratio,direct,0.7643369176,
java656,qwencoder32b,Qwen2.5-Coder-32B,renaming,reasoning,656,0.7392346996,1,0.7222046421,0.5680146166,0.5820808635,0.6700316568,0.6919466525,0.5394146341,0.1084398537,completed,true,paper_table_ratio,direct,0.9716248507,
java656,qwencoder32b,Qwen2.5-Coder-32B,renaming,zero_shot,656,0.7608231707,1,0.7591463415,0.5916648976,0.6000266969,0.7332317073,0.6905487805,0.5914634146,0.09908536585,direct,false,,direct,1,evaluation/java656/qwencoder32B_Results/combined_results_Variable_Renaming_Description.json
java656,qwencoder32b,Qwen2.5-Coder-32B,with_comments,few_shot,656,0.7731092644,1,0.7471235558,0.5336543138,0.5741724058,0.3859352356,0.7906965123,0.3916768293,0.0751686068,completed,true,paper_table_ratio,direct,1.002688172,
java656,qwencoder32b,Qwen2.5-Coder-32B,with_comments,oap1,656,,,,,,,,,,n/a,false,,direct,,
java656,qwencoder32b,Qwen2.5-Coder-32B,with_comments,oap2,656,,,,,,,,,,n/a,false,,direct,,
java656,qwencoder32b,Qwen2.5-Coder-32B,with_comments,reasoning,656,0.7491583071,0.9473684211,0.7743902439,0.6356900966,0.6308915111,0.7865847262,0.7682355654,0.6835403034,0.07258237056,completed,true,paper_table_ratio,direct,0.9716248507,
java656,qwencoder32b,Qwen2.5-Coder-32B,with_comments,zero_shot,656,0.7710365854,1,0.7743902439,0.6318376943,0.6447784603,0.8307926829,0.7454268293,0.675304878,0.07012195122,direct,false,,direct,1,evaluation/java656/qwencoder32B_Results/combined_results_Data_With_Comments_Description.json
java656,qwencoder32b,Qwen2.5-Coder-32B,without_comments,few_shot,656,0.7752491477,0.8666666667,0.8502043332,0.6212656561,0.6277917158,0.6847052846,0.7283458412,0.5136022514,0.06916791107,completed,true,paper_table_ratio,direct,1.002688172,
java656,qwencoder32b,Qwen2.5-Coder-32B,without_comments,oap1,656,,,,,,,,,,n/a,false,,direct,,
java656,qwencoder32b,Qwen2.5-Coder-32B,without_comments,oap2,656,,,,,,,,,,n/a,false,,direct,,
java656,qwencoder32b,Qwen2.5-Coder-32B,without_comments,reasoning,656,0.7512318967,0.7,0.8914763882,0.6322478299,0.6451387314,0.6847052846,0.735672494,0.6548428705,0.06964493114,completed,true,paper_table_ratio,direct,0.9716248507,
java656,qwencoder32b,Qwen2.5-Coder-32B,without_comments,zero_shot,656,0.7731707317,1,0.7759146341,0.631249252,0.6442242265,0.8216463415,0.737804878,0.6676829268,0.07012195122,direct,false,,direct,1,evaluation/java656/qwencoder32B_Results/combined_results_Data_Without_Comments_Description.json
java656,qwen3vl,Qwen3-VL-8B-Instruct,dead_code,few_shot,656,0.1419795507,0,0.08886958782,0.4424743261,0.4275887788,0.3535002062,0.8315405922,0.03931617537,0.3353327193,scaled,true,paper_model_variant_ratio,completed,1.217105263,
java656,qwen3vl,Qwen3-VL-8B-Instruct,dead_code,oap1,656,0.1155022832,0,0.04101673284,0.4016858868,0.3823665839,0.2020001178,0.8948960658,0.009829043842,0.3662614653,scaled,true,paper_model_variant_ratio,completed,0.9901315789,
java656,qwen3vl,Qwen3-VL-8B-Instruct,dead_code,oap2,656,0.09516467183,0,0.04101673284,0.4120223599,0.4057638473,0.272700159,0.8592586119,0,0.3532388354,scaled,true,paper_model_variant_ratio,completed,0.8157894737,
java656,qwen3vl,Qwen3-VL-8B-Instruct,dead_code,reasoning,656,0.1151185546,0,0.06152509926,0.4554627596,0.4382661697,0.3333001944,0.8552988948,0.03931617537,0.3450996917,scaled,true,paper_model_variant_ratio,completed,0.9868421053,
java656,qwen3vl,Qwen3-VL-8B-Instruct,dead_code,zero_shot,656,0.1166534687,0,0.05468897712,0.4816611619,0.46060511,0.3232001885,0.863218329,0.03931617537,0.3483553492,completed,true,combined_results,completed,1,evaluation/java250/Qwen3VL_Results/combined_results_Dataset_DeadCode_Description.json
java656,qwen3vl,Qwen3-VL-8B-Instruct,encryption,few_shot,656,0.06254774802,0,0.02734448856,0.3826493205,0.332555258,0.2626001532,0.8711377632,0,0.3581223216,scaled,true,paper_model_variant_ratio,completed,0.7874396135,
java656,qwen3vl,Qwen3-VL-8B-Instruct,encryption,oap1,656,0.09055992965,0,0.02050836642,0.3136078101,0.2648918668,0.1313000766,0.9344932368,0.009829043842,0.3825397526,scaled,true,paper_model_variant_ratio,completed,1.140096618,
java656,qwen3vl,Qwen3-VL-8B-Instruct,encryption,oap2,656,0.08633891598,0,0.04785285498,0.3297574578,0.3006461749,0.1414000825,0.9067752171,0,0.3727727802,scaled,true,paper_model_variant_ratio,completed,1.086956522,
java656,qwen3vl,Qwen3-VL-8B-Instruct,encryption,reasoning,656,0.1074439843,0,0.07519734354,0.3747020627,0.3347428036,0.1616000943,0.8988557829,0.01965808768,0.3662614653,scaled,true,paper_model_variant_ratio,completed,1.352657005,
java656,qwen3vl,Qwen3-VL-8B-Instruct,encryption,zero_shot,656,0.0794318027,0,0.04101673284,0.4135478948,0.3759365759,0.2525001473,0.8988557829,0.03931617537,0.3630058078,completed,true,combined_results,completed,1,evaluation/java250/Qwen3VL_Results/combined_results_Dataset_Encryption_Description.json
java656,qwen3vl,Qwen3-VL-8B-Instruct,renaming,few_shot,656,0.1151185547,0,0.05468897712,0.4456953134,0.4284158628,0.3333001944,0.8513391777,0.02948713153,0.3450996917,scaled,true,paper_model_variant_ratio,completed,0.7633587786,
java656,qwen3vl,Qwen3-VL-8B-Instruct,renaming,oap1,656,0.1504215781,0,0.06152509926,0.4976587662,0.4896744522,0.3636002121,0.8434197435,0.03931617537,0.3402162055,scaled,true,paper_model_variant_ratio,completed,0.9974554707,
java656,qwen3vl,Qwen3-VL-8B-Instruct,renaming,oap2,656,0.1404446367,0,0.1025418321,0.5311778084,0.508766987,0.5151003004,0.7681851185,0.04914521922,0.3076596308,scaled,true,paper_model_variant_ratio,completed,0.9312977099,
java656,qwen3vl,Qwen3-VL-8B-Instruct,renaming,reasoning,656,0.1323863379,0,0.0683612214,0.4367421762,0.417131377,0.2626001532,0.8711377632,0.02948713153,0.3532388354,scaled,true,paper_model_variant_ratio,completed,0.8778625954,
java656,qwen3vl,Qwen3-VL-8B-Instruct,renaming,zero_shot,656,0.1508053066,0,0.08886958782,0.4711408682,0.4376724495,0.4242002474,0.7959031382,0.02948713153,0.3223100894,completed,true,combined_results,completed,1,evaluation/java250/Qwen3VL_Results/combined_results_Variable_Renaming_Description.json
java656,qwen3vl,Qwen3-VL-8B-Instruct,with_comments,few_shot,656,0.7122001247,0.671524902,0.6972844583,0.6045356984,0.6049577322,0.7433628319,0.5781186974,0.4029907975,0.1709220171,scaled,true,paper_model_variant_ratio,completed,1.090481786,
java656,qwen3vl,Qwen3-VL-8B-Instruct,with_comments,oap1,656,,,,,,,,,,n/a,false,,completed,,
java656,qwen3vl,Qwen3-VL-8B-Instruct,with_comments,oap2,656,,,,,,,,,,n/a,false,,completed,,
java656,qwen3vl,Qwen3-VL-8B-Instruct,with_comments,reasoning,656,0.7098977536,0.671524902,0.6904483362,0.6874413995,0.6762850967,0.8849557522,0.5266423751,0.4128198413,0.1481324148,scaled,true,paper_model_variant_ratio,completed,1.086956522,
java656,qwen3vl,Qwen3-VL-8B-Instruct,with_comments,zero_shot,656,0.6531059333,0.6235588376,0.5400536491,0.6978559707,0.7110180858,1,0.5543603948,0.4029907975,0.1611550447,completed,true,combined_results,completed,1,evaluation/java250/Qwen3VL_Results/combined_results_Data_With_Comments_Description.json
java656,qwen3vl,Qwen3-VL-8B-Instruct,without_comments,few_shot,656,0.4056010408,0.1918642577,0.341806107,0.5862667761,0.5753847365,0.7777004536,0.6454338881,0.1965808768,0.2327795091,scaled,true,paper_model_variant_ratio,completed,0.8927364865,
java656,qwen3vl,Qwen3-VL-8B-Instruct,without_comments,oap1,656,,,,,,,,,,n/a,false,,completed,,
java656,qwen3vl,Qwen3-VL-8B-Instruct,without_comments,oap2,656,,,,,,,,,,n/a,false,,completed,,
java656,qwen3vl,Qwen3-VL-8B-Instruct,without_comments,reasoning,656,0.4151942537,0.09593212887,0.3486422292,0.621810529,0.6179822927,0.8181004772,0.6810713421,0.2653841837,0.2360351665,scaled,true,paper_model_variant_ratio,completed,0.9138513514,
java656,qwen3vl,Qwen3-VL-8B-Instruct,without_comments,zero_shot,656,0.4543345623,0.2877963866,0.3554783513,0.6280642683,0.6181131992,0.7777004536,0.6850310592,0.2555551399,0.239290824,completed,true,combined_results,completed,1,evaluation/java250/Qwen3VL_Results/combined_results_Data_Without_Comments_Description.json
java656,qwen37_plus,Qwen3.7-plus,dead_code,few_shot,656,0.7671825072,1,0.7619000787,0.6331902203,0.6768115798,0.8388084248,0.7311809601,0.6615853659,0.08883439287,completed,true,cohort_median_scale,direct,1.020214321,
java656,qwen37_plus,Qwen3.7-plus,dead_code,oap1,656,0.7523386477,1,0.7379032258,0.4699682997,0.4850874153,0.3113837177,0.7281485618,0.203564728,0.1196369533,completed,true,cohort_median_scale,direct,1.000474666,
java656,qwen37_plus,Qwen3.7-plus,dead_code,oap2,656,0.7425124859,1,0.7789554335,0.546397804,0.5776338489,0.6675849588,0.7423352364,0.5017022358,0.09883396916,completed,true,cohort_median_scale,direct,0.9874076439,
java656,qwen37_plus,Qwen3.7-plus,dead_code,reasoning,656,0.7552087105,1,0.743902439,0.5931038388,0.6248914417,0.7045312298,0.74397034,0.6014412417,0.090984827,completed,true,cohort_median_scale,direct,1.004291332,
java656,qwen37_plus,Qwen3.7-plus,dead_code,zero_shot,656,0.7519817073,1,0.743902439,0.6191917695,0.6523927748,0.8277439024,0.7515243902,0.6615853659,0.08993902439,direct,false,,direct,1,evaluation/java656/Qwen37Plus_Results/combined_results_Dataset_DeadCode_Description.json
java656,qwen37_plus,Qwen3.7-plus,encryption,few_shot,656,0.7035279616,0.9,0.7190819991,0.6305987764,0.6843368592,0.8554049254,0.7445658311,0.5848844673,0.1318466541,completed,true,cohort_median_scale,direct,0.9836196564,
java656,qwen37_plus,Qwen3.7-plus,encryption,oap1,656,0.70529021,0.9,0.6711431992,0.5065351358,0.537614821,0.4530592935,0.7665563812,0.3845961615,0.1455836574,completed,true,cohort_median_scale,direct,0.986083499,
java656,qwen37_plus,Qwen3.7-plus,encryption,oap2,656,0.7121089831,0.9,0.6896252448,0.5092494624,0.5296659318,0.4557926829,0.7548350704,0.3406223717,0.144361051,completed,true,cohort_median_scale,direct,0.9956169926,
java656,qwen37_plus,Qwen3.7-plus,encryption,reasoning,656,0.7017396346,0.9,0.694810397,0.5866478075,0.6161398163,0.7079687209,0.7616035951,0.5913831836,0.1439300313,completed,true,cohort_median_scale,direct,0.9811193527,
java656,qwen37_plus,Qwen3.7-plus,encryption,zero_shot,656,0.7152439024,0.9,0.7103658537,0.6007071413,0.6325725913,0.7728658537,0.7515243902,0.6173780488,0.1341463415,direct,false,,direct,1,evaluation/java656/Qwen37Plus_Results/combined_results_Dataset_Encryption_Description.json
java656,qwen37_plus,Qwen3.7-plus,renaming,few_shot,656,0.7504396491,1,0.7458717192,0.6313546158,0.6747056846,0.8481707317,0.7952632008,0.6737804878,0.09489483559,completed,true,cohort_median_scale,direct,0.9877375798,
java656,qwen37_plus,Qwen3.7-plus,renaming,oap1,656,0.7727726684,1,0.7548869235,0.5191580353,0.54596722,0.5514538709,0.7773802125,0.4022570076,0.1085854396,completed,true,cohort_median_scale,direct,1.017132565,
java656,qwen37_plus,Qwen3.7-plus,renaming,oap2,656,0.7667639663,1,0.7637195122,0.5606752966,0.5961113823,0.6390535682,0.7698479313,0.4967703597,0.1021576488,completed,true,cohort_median_scale,direct,1.00922384,
java656,qwen37_plus,Qwen3.7-plus,renaming,reasoning,656,0.7496050141,1,0.7265552725,0.5866708992,0.62878991,0.745253506,0.7698479313,0.6144878049,0.1034349374,completed,true,cohort_median_scale,direct,0.9866390234,
java656,qwen37_plus,Qwen3.7-plus,renaming,zero_shot,656,0.7597560976,1,0.7637195122,0.6110979672,0.6481758058,0.8155487805,0.7682926829,0.6737804878,0.09451219512,direct,false,,direct,1,evaluation/java656/Qwen37Plus_Results/combined_results_Variable_Renaming_Description.json
java656,qwen37_plus,Qwen3.7-plus,with_comments,few_shot,656,0.72340849,1,0.7397699775,0.5150141014,0.5829758692,0.3838108214,0.7874625797,0.3872560976,0.08007090724,completed,true,cohort_median_scale,direct,0.9535773012,
java656,qwen37_plus,Qwen3.7-plus,with_comments,oap1,656,,,,,,,,,,n/a,false,,direct,,
java656,qwen37_plus,Qwen3.7-plus,with_comments,oap2,656,,,,,,,,,,n/a,false,,direct,,
java656,qwen37_plus,Qwen3.7-plus,with_comments,reasoning,656,0.7784913176,0.9473684211,0.7667682927,0.6134858379,0.6405646166,0.7822549021,0.7650934977,0.6758254015,0.07731600342,completed,true,cohort_median_scale,direct,1.026185979,
java656,qwen37_plus,Qwen3.7-plus,with_comments,zero_shot,656,0.7586259542,1,0.7667682927,0.6097679976,0.6546644866,0.8262195122,0.7423780488,0.6676829268,0.07469512195,direct,false,,direct,1,evaluation/java656/Qwen37Plus_Results/combined_results_Data_With_Comments_Description.json
java656,qwen37_plus,Qwen3.7-plus,without_comments,few_shot,656,0.8129882189,0.8666666667,0.8335009081,0.6034650984,0.6442446407,0.6897865854,0.7765009381,0.5288461538,0.09773726564,completed,true,cohort_median_scale,direct,1.081127654,
java656,qwen37_plus,Qwen3.7-plus,without_comments,oap1,656,,,,,,,,,,n/a,false,,direct,,
