dataset,model_key,model,problem_id,pair,score,score_source
java250,deepseek_v31,DeepSeek-V3.1,p03695,with_comments__dead_code,0.799643,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03695,with_comments__encryption,0.815133,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03695,without_comments__variable_renaming,0.903071,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03695,without_comments__dead_code,0.774658,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03695,without_comments__encryption,0.842034,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03695,variable_renaming__dead_code,0.768404,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03695,variable_renaming__encryption,0.796726,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03695,dead_code__encryption,0.859381,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03720,original_description__with_comments,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03720,original_description__without_comments,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03720,original_description__variable_renaming,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03720,original_description__dead_code,0.9,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03720,original_description__encryption,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03720,with_comments__without_comments,0.82436,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03720,with_comments__variable_renaming,0.709529,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03720,with_comments__dead_code,0.665289,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03720,with_comments__encryption,0.808512,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03720,without_comments__variable_renaming,0.623748,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03720,without_comments__dead_code,0.538787,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03720,without_comments__encryption,0.711055,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03720,variable_renaming__dead_code,0.794953,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03720,variable_renaming__encryption,0.880873,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03720,dead_code__encryption,0.821152,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03775,original_description__with_comments,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03775,original_description__without_comments,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03775,original_description__variable_renaming,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03775,original_description__dead_code,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03775,original_description__encryption,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03775,with_comments__without_comments,0.884604,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03775,with_comments__variable_renaming,0.82656,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03775,with_comments__dead_code,0.813445,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03775,with_comments__encryption,0.901531,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03775,without_comments__variable_renaming,0.898985,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03775,without_comments__dead_code,0.887507,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03775,without_comments__encryption,0.889093,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03775,variable_renaming__dead_code,0.922035,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03775,variable_renaming__encryption,0.828637,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03775,dead_code__encryption,0.796969,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03814,original_description__with_comments,0.2,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03814,original_description__without_comments,0.7,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03814,original_description__variable_renaming,0.7,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03814,original_description__dead_code,0.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03814,original_description__encryption,0.8,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03814,with_comments__without_comments,0.947865,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03814,with_comments__variable_renaming,0.886586,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03814,with_comments__dead_code,0.587942,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03814,with_comments__encryption,0.583155,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03814,without_comments__variable_renaming,0.875239,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03814,without_comments__dead_code,0.593131,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03814,without_comments__encryption,0.597252,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03814,variable_renaming__dead_code,0.746693,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03814,variable_renaming__encryption,0.748339,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03814,dead_code__encryption,0.806623,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03835,original_description__with_comments,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03835,original_description__without_comments,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03835,original_description__variable_renaming,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03835,original_description__dead_code,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03835,original_description__encryption,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03835,with_comments__without_comments,0.86187,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03835,with_comments__variable_renaming,0.803865,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03835,with_comments__dead_code,0.868452,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03835,with_comments__encryption,0.766652,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03835,without_comments__variable_renaming,0.811202,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03835,without_comments__dead_code,0.856836,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03835,without_comments__encryption,0.763119,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03835,variable_renaming__dead_code,0.81384,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03835,variable_renaming__encryption,0.706675,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03835,dead_code__encryption,0.775284,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03854,original_description__with_comments,0.5,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03854,original_description__without_comments,0.2,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03854,original_description__variable_renaming,0.2,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03854,original_description__dead_code,0.2,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03854,original_description__encryption,0.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03854,with_comments__without_comments,0.950036,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03854,with_comments__variable_renaming,0.917133,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03854,with_comments__dead_code,0.899621,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03854,with_comments__encryption,0.682376,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03854,without_comments__variable_renaming,0.93425,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03854,without_comments__dead_code,0.914182,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03854,without_comments__encryption,0.669398,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03854,variable_renaming__dead_code,0.885042,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03854,variable_renaming__encryption,0.661813,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03854,dead_code__encryption,0.685795,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03998,original_description__with_comments,0.9,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03998,original_description__without_comments,0.2,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03998,original_description__variable_renaming,0.9,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03998,original_description__dead_code,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03998,original_description__encryption,0.8,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p03998,with_comments__without_comments,0.764641,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03998,with_comments__variable_renaming,0.727288,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03998,with_comments__dead_code,0.887986,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03998,with_comments__encryption,0.556976,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03998,without_comments__variable_renaming,0.536869,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03998,without_comments__dead_code,0.811681,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03998,without_comments__encryption,0.480169,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03998,variable_renaming__dead_code,0.708665,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03998,variable_renaming__encryption,0.622189,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p03998,dead_code__encryption,0.564482,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04012,original_description__with_comments,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04012,original_description__without_comments,0.9,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04012,original_description__variable_renaming,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04012,original_description__dead_code,0.8,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04012,original_description__encryption,0.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04012,with_comments__without_comments,0.845561,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04012,with_comments__variable_renaming,0.841254,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04012,with_comments__dead_code,0.78715,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04012,with_comments__encryption,0.497103,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04012,without_comments__variable_renaming,0.896486,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04012,without_comments__dead_code,0.947361,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04012,without_comments__encryption,0.517651,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04012,variable_renaming__dead_code,0.892755,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04012,variable_renaming__encryption,0.560315,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04012,dead_code__encryption,0.550457,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04030,original_description__with_comments,0.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04030,original_description__without_comments,0.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04030,original_description__variable_renaming,0.4,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04030,original_description__dead_code,0.4,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04030,original_description__encryption,0.2,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04030,with_comments__without_comments,0.943184,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04030,with_comments__variable_renaming,0.833118,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04030,with_comments__dead_code,0.64776,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04030,with_comments__encryption,0.876749,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04030,without_comments__variable_renaming,0.813091,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04030,without_comments__dead_code,0.687932,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04030,without_comments__encryption,0.879982,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04030,variable_renaming__dead_code,0.694992,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04030,variable_renaming__encryption,0.725584,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04030,dead_code__encryption,0.619451,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04043,original_description__with_comments,0.8,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04043,original_description__without_comments,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04043,original_description__variable_renaming,1.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04043,original_description__dead_code,0.2,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04043,original_description__encryption,0.0,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04043,with_comments__without_comments,0.933327,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04043,with_comments__variable_renaming,0.876985,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04043,with_comments__dead_code,0.897627,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04043,with_comments__encryption,0.386068,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04043,without_comments__variable_renaming,0.878577,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04043,without_comments__dead_code,0.887533,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04043,without_comments__encryption,0.389037,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04043,variable_renaming__dead_code,0.839101,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04043,variable_renaming__encryption,0.421098,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04043,dead_code__encryption,0.431568,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04044,original_description__with_comments,0.2,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04044,original_description__without_comments,0.2,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04044,original_description__variable_renaming,0.2,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04044,original_description__dead_code,0.2,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04044,original_description__encryption,0.2,llm_eval
java250,deepseek_v31,DeepSeek-V3.1,p04044,with_comments__without_comments,0.881594,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04044,with_comments__variable_renaming,0.786518,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04044,with_comments__dead_code,0.731286,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04044,with_comments__encryption,0.680111,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04044,without_comments__variable_renaming,0.73045,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04044,without_comments__dead_code,0.712423,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04044,without_comments__encryption,0.631272,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04044,variable_renaming__dead_code,0.904769,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04044,variable_renaming__encryption,0.885543,st_pairwise
java250,deepseek_v31,DeepSeek-V3.1,p04044,dead_code__encryption,0.852486,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00001,original_description__with_comments,0.8,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00001,original_description__without_comments,0.7,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00001,original_description__variable_renaming,0.8,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00001,original_description__dead_code,0.8,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00001,original_description__encryption,0.8,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00001,with_comments__without_comments,0.872188,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00001,with_comments__variable_renaming,0.647772,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00001,with_comments__dead_code,0.735513,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00001,with_comments__encryption,0.873179,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00001,without_comments__variable_renaming,0.784432,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00001,without_comments__dead_code,0.765018,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00001,without_comments__encryption,0.887205,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00001,variable_renaming__dead_code,0.816326,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00001,variable_renaming__encryption,0.66528,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00001,dead_code__encryption,0.803888,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00002,original_description__with_comments,0.7,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00002,original_description__without_comments,0.4,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00002,original_description__variable_renaming,0.6,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00002,original_description__dead_code,0.4,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00002,original_description__encryption,0.0,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00002,with_comments__without_comments,0.955002,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00002,with_comments__variable_renaming,0.92602,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00002,with_comments__dead_code,0.843734,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00002,with_comments__encryption,0.61318,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00002,without_comments__variable_renaming,0.927386,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00002,without_comments__dead_code,0.851288,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00002,without_comments__encryption,0.609977,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00002,variable_renaming__dead_code,0.905608,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00002,variable_renaming__encryption,0.647896,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00002,dead_code__encryption,0.606051,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00003,original_description__with_comments,0.9,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00003,original_description__without_comments,1.0,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00003,original_description__variable_renaming,1.0,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00003,original_description__dead_code,0.8,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00003,original_description__encryption,0.9,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00003,with_comments__without_comments,0.855354,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00003,with_comments__variable_renaming,0.875172,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00003,with_comments__dead_code,0.671375,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00003,with_comments__encryption,0.649754,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00003,without_comments__variable_renaming,0.863492,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00003,without_comments__dead_code,0.779203,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00003,without_comments__encryption,0.700495,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00003,variable_renaming__dead_code,0.71733,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00003,variable_renaming__encryption,0.724269,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00003,dead_code__encryption,0.614179,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00005,original_description__with_comments,0.4,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00005,original_description__without_comments,0.4,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00005,original_description__variable_renaming,0.8,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00005,original_description__dead_code,0.4,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00005,original_description__encryption,0.3,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00005,with_comments__without_comments,0.900507,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00005,with_comments__variable_renaming,0.875429,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00005,with_comments__dead_code,0.811772,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00005,with_comments__encryption,0.823889,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00005,without_comments__variable_renaming,0.816024,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00005,without_comments__dead_code,0.900237,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00005,without_comments__encryption,0.89222,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00005,variable_renaming__dead_code,0.84878,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00005,variable_renaming__encryption,0.861113,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00005,dead_code__encryption,0.925103,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00006,original_description__with_comments,0.8,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00006,original_description__without_comments,0.7,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00006,original_description__variable_renaming,0.6,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00006,original_description__dead_code,0.6,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00006,original_description__encryption,0.9,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00006,with_comments__without_comments,0.872058,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00006,with_comments__variable_renaming,0.838353,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00006,with_comments__dead_code,0.765925,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00006,with_comments__encryption,0.769381,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00006,without_comments__variable_renaming,0.916864,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00006,without_comments__dead_code,0.827077,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00006,without_comments__encryption,0.81713,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00006,variable_renaming__dead_code,0.834462,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00006,variable_renaming__encryption,0.84549,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00006,dead_code__encryption,0.749667,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00007,original_description__with_comments,0.0,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00007,original_description__without_comments,0.0,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00007,original_description__variable_renaming,0.0,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00007,original_description__dead_code,0.2,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00007,original_description__encryption,0.1,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00007,with_comments__without_comments,0.903643,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00007,with_comments__variable_renaming,0.916099,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00007,with_comments__dead_code,0.752105,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00007,with_comments__encryption,0.779595,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00007,without_comments__variable_renaming,0.929468,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00007,without_comments__dead_code,0.793106,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00007,without_comments__encryption,0.831642,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00007,variable_renaming__dead_code,0.799976,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00007,variable_renaming__encryption,0.835838,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00007,dead_code__encryption,0.763041,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00011,original_description__with_comments,0.2,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00011,original_description__without_comments,0.2,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00011,original_description__variable_renaming,0.2,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00011,original_description__dead_code,0.2,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00011,original_description__encryption,0.1,llm_eval
java250,deepseek_r1,DeepSeek-R1,p00011,with_comments__without_comments,0.804421,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00011,with_comments__variable_renaming,0.706157,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00011,with_comments__dead_code,0.847947,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00011,with_comments__encryption,0.769761,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00011,without_comments__variable_renaming,0.748219,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00011,without_comments__dead_code,0.784115,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00011,without_comments__encryption,0.846459,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00011,variable_renaming__dead_code,0.835472,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00011,variable_renaming__encryption,0.735504,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p00011,dead_code__encryption,0.775449,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02255,original_description__with_comments,0.7,llm_eval
java250,deepseek_r1,DeepSeek-R1,p02255,original_description__without_comments,0.7,llm_eval
java250,deepseek_r1,DeepSeek-R1,p02255,original_description__variable_renaming,0.8,llm_eval
java250,deepseek_r1,DeepSeek-R1,p02255,original_description__dead_code,0.7,llm_eval
java250,deepseek_r1,DeepSeek-R1,p02255,original_description__encryption,0.8,llm_eval
java250,deepseek_r1,DeepSeek-R1,p02255,with_comments__without_comments,0.75462,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02255,with_comments__variable_renaming,0.838144,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02255,with_comments__dead_code,0.862626,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02255,with_comments__encryption,0.724169,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02255,without_comments__variable_renaming,0.866337,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02255,without_comments__dead_code,0.750284,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02255,without_comments__encryption,0.860238,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02255,variable_renaming__dead_code,0.803528,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02255,variable_renaming__encryption,0.847125,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02255,dead_code__encryption,0.73912,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02256,original_description__with_comments,0.4,llm_eval
java250,deepseek_r1,DeepSeek-R1,p02256,original_description__without_comments,0.4,llm_eval
java250,deepseek_r1,DeepSeek-R1,p02256,original_description__variable_renaming,0.4,llm_eval
java250,deepseek_r1,DeepSeek-R1,p02256,original_description__dead_code,0.7,llm_eval
java250,deepseek_r1,DeepSeek-R1,p02256,original_description__encryption,0.4,llm_eval
java250,deepseek_r1,DeepSeek-R1,p02256,with_comments__without_comments,0.73047,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02256,with_comments__variable_renaming,0.780716,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02256,with_comments__dead_code,0.728141,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02256,with_comments__encryption,0.656812,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02256,without_comments__variable_renaming,0.89157,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02256,without_comments__dead_code,0.895805,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02256,without_comments__encryption,0.739102,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02256,variable_renaming__dead_code,0.870626,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02256,variable_renaming__encryption,0.731099,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02256,dead_code__encryption,0.727231,st_pairwise
java250,deepseek_r1,DeepSeek-R1,p02257,original_description__with_comments,0.3,llm_eval
